estandar	dialectal	whisper
O	O	O
por	por	por
el	el	el
~…	~…	que
Cuando	Cuando	cuando
la	la	llevábamos
~…	~…	el
andábamos	andábamos	pan,
segando	segando	que
el	el	no
pan	pan	teníamos
~,	~,	que
que	que	llegar
lo	lo	el
teníamos	teníamos	pan
que	que	también
segar	segar	con
el	el	un
pan	pan	aoz.
también	también	El
~,	~,	pan
con	con	de
una	una	trigo
hoz	hoz	y
~,	~,	centeno
el	el	que
pan	pan	sembrábamos,
de	de	después
trigo	trigo	lo
y	y	seguábamos
centeno	centeno	con
que	que	un
sembrábamos	sembrábamos	aoz.
después	después	Y
lo	lo	vosotros
segábamos	segábamos	no
con	con	sabes
una	una	lo
hoz	hoz	que
y	y	es
vosotros	vosotros	un
no	no	aoz
sabéis	sabéis	tampoco.
lo	lo	¿Sabes
que	que	que
es	es	me
una	una	es
hoz	hoz	un
tampoco	tampoco
~.	~.
¿~	¿~
Sabéis	Sabéis
lo	lo
que	que
es	es
una	una
hoz	hoz
~?	~?
