estandar	dialectal	whisper
Pues	Pues	el
no	no	cerdo.
sé	sé	Yo
~…	~…	soy
Eso	Eso	un
ya	ya	silla.
~,	~,	Yo
eso	eso	hace
hace	hace	tanto
tantos	tantos	años.
años	años	No
~.	~.	tenía
Los	Los	más
teníamos	teníamos	de
de	de	seis
seis	seis	meses,
meses	meses	11
~,	~,	meses.
once	once	Cuando
meses	meses	llegaba
~.	~.	el
Cuando	Cuando	invierno
llegaba	llegaba	que
el	el	ya,
invierno	invierno	porque
~,	~,	como
que	que	en
ya	ya	Toz
~…	~…	en
~,	~,	Novia
por-	por-	Nevera,
~…	~…	tenía
~,	~,	que
como	como	matarlo
entonces	entonces	cuando
no	no	hacía
había	había	frío,
nevera	nevera	porque
~,	~,	si
tenías	tenías	no
que	que	te
matarlo	matalo	se
cuando	cuando	estaba
hacía	hacía	perdiendo
frío	frío	el
~,	~,	embutito
porque	porque	y
~,	~,	tu
si	si	su.
no	no	Y
~,	~,	eso
te	te	se
se	se	curgaba
echaba	echaba	en
a	a	una
perder	perder	escáña
el	el	y
embutido	embutido	ahí
y	y	se
todo	to	quedaba
eso	eso	y
~…	~…	lo
[HS:E2	[HS:E2	miraba
		[Asent]			[Asent]	y
~.	~.	no
		]			]	más
Y	Y	que
eso	eso	de
se	se	velos
colgaba	colgaba	te
en	en	daba
unas	unas	a
cañas	cañas	un
y	y	brise
ahí	ahí	de
se	se	comer.
secaba	secaba	Debería
y	y	que
~,	~,	la
y	y	dé
lo	lo	comer.
mirabas	mirabas	Develos
y	y	todo
~,	~,	el
na	na	embutido
más	más	allí,
que	que	curga.
de	de	Dice
verlo	velo	que
~,	~,	para
te	te	el
daban	daban
hambre	hambre
de	de
comé	comé
~.	~.
Te	Te
daban	daban
ganas	ganas
de	de
comé	comé
[RISA]	[RISA]
de	de
verlos	velos
todos	tos
los	los
embutidos	embutidos
allí	allí
colgados	colgaos
~.	~.
