estandar	dialectal	whisper
En	En	El
Muro	Muro	muro,
~,	~,	el
en	en	muro
Muro	Muro	mismo,
mismo	mismo	si,
~,	~,	al
sí	sí	ir
~,	~,	en
allí	allí	un
en	en	local,
un	un	al
local	local	ir
~,	~,	de
allí	allí	un
~…	~…	familia
sí	sí	de
~,	~,	ella
de	de	que
un	un	tenía
familiar	familiar	un
de	de	local,
ella	ella	el
que	que	mismo,
tenía	tenía	estimos
un	un	las
local	local	paellas
~,	~,	y
y	y	eso,
allí	allí	comprende.
mismo	mismo	Sí,
hicimos	hicimos	entonces
las	las	no
paellas	paellas	se
y	y	estilaba
eso	eso	un
~,	~,	el
¿~	¿~	banquete
comprende	comprende	como
~?	~?	ahora.
~,	~,	No
[HS:E2	[HS:E2	lo
		[Asent]			[Asent]	veuxero
~.	~.	en
		]			]	lo
sí	sí	que
~.	~.	se
Entonces	Entonces	están
no	no
se	se
estilaba	estilaba
aún	aún
el	el
banquete	banquete
como	como
ahora	ahora
~,	~,
¿~	¿~
comprende	comprende
~?	~?
[HS:E2	[HS:E2
		[Asent]			[Asent]
~.	~.
		]			]
En	En
fin	fin
~.	~.
