estandar	dialectal	whisper
Pues	Pues	con
con	con	las
las	las	manos,
manos	manos	moviéndola
~.	~.	toda
Moviéndola	Moviéndola	y
toda	toda	se
y	y	tiene
se	se	un
tiene	tiene	día
un	un	en
~…	~…	reposo
día	día	y
en	en	luego
reposo	reposo	el
~,	~,	otro
y	y	día
luego	luego	ya
al	al	se
otro	otro	me
día	día	den
ya	ya	las
se	se
meten	meten
las	las
tripas	tripas
~.	~.
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Con	Con
la	la
ma-	ma-
~,	~,
misma	misma
máquina	máquina
~,	~,
lo	lo
que	que
pasa	pasa
es	es
que	que
con	con
un	un
~…	~…
