estandar	dialectal	whisper
que	que	que
mi	mi	tiene
madre	madre	la
que	que	cabeza
tiene	tiene	buena,
la	la	tiene
cabeza	cabeza	24
buena	buena	años,
~,	~,	entonces
que	que	la
tiene	tiene	memoria
noventa_y_cuatro	noventa_y_cuatro	tiene
años	años	bien
~,	~,	y
entonces	entonces	ya
la	la	claro
memoria	memoria	nosotros
la	la	el
tiene	tiene	poco
bien	bien	más
y	y	no
ella	ella	tava
claro	claro	al
~,	~,
nosotros	nosotros
hemos	hemos
~…	~…
¿~	¿~
Grabándome	Grabándome
estás	estás
~?	~?
[HS:E2	[HS:E2
		No			No
~,	~,
no	no
todavía	todavía
no	no
~.	~.
		]			]
No	No
~,	~,
no	no
~.	~.
Ah	Ah
~,	~,
bueno	bueno
~,	~,
porque	porque
con	con
estos	estos
pelos	pelos
que	que
tengo	tengo
~…	~…
[RISA]	[RISA]
