estandar	dialectal	whisper
¿~	¿~	Y
Y	Y	como
cómo	cómo	hacía
hacía	hacía	entonces
~?	~?	un
Entonces	Entonces	mujer
su	su	hacia
mujer	mujer	el
hacía	hacía	mandongo
el	el	y
mondongo	mandongo	como
~.	~.	se
¿~	¿~	hacía,
Y	Y	como
cómo	cómo	por
se	se	el
hacía	hacía	cerro
~?	~?	que
~,	~,	lo
¿~	¿~	mataba
cómo	cómo	aquí,
~…	~…	lo
~?	~?
Porque	Porque
al	al
cerdo	cerdo
~,	~,
¿~	¿~
qué	qué
~,	~,
lo	lo
~,	~,
lo	lo
~,	~,
lo	lo
mataba	mataba
~?	~?
~,	~,
¿~	¿~
quién	quién
lo	lo
mataba	mataba
~?	~?
[HS:I1	[HS:I1
		Bueno			Bueno
~,	~,
		]			]
