estandar	dialectal	whisper
No	No	No,
~,	~,	que
aquí	aquí	el
máquinas	máquinas	maquinano
no	no	tiene
tienen	tienen	ahora
~.	~.	una
Tienen	Tienen	máquina
ahora	ahora	que
unas	unas	viene
máquinas	máquinas	que
que	que	van,
dicen	dicen	yo
que	que	no
van	van	la
~,	~,	he
yo	yo	veto
no	no	yo
las	las	no,
he	he	que
visto	visto	viene
~,	~,	que
yo	yo	van,
no	no	yo
~,	~,	no
		la
que	que	he
dicen	dicen	veto,
que	que	la
van	van	máquina
[A-Inn]	[A-Inn]	va,
y	y	que
las	las	viene
van	van	que
recogiendo	recogiendo	van,
[HS:I2	[HS:I2	que
		Pero			Pero	viva
allí	allí	si
~,	~,	viene
en	en	la
la	la	máquina.
cooperativa	cooperativa	Y
~,	~,	el
sí	sí	maquinano
~,	~,	tiene
tienen	tienen	ahora
las	las	una
máquinas	máquinas	máquina
y	y	que
to	to	viva
~,	~,	si
pa	pa	viene
recoger	recogé	que
y	y	van,
pa	pa	que
to	to	viva
~.	~.	si
		]			]	viene
y	y	la
recogen	recogen
chinas	chinas
~,	~,
recogen	recogen
~…	~…
yo	yo
no	no
las	las
he	he
visto	visto
~.	~.
[V-Sml]	[V-Sml]
Yo	Yo
ya	ya
llevo	llevo
diez	diez
o	o
doce	doce
años	años
que	que
no	no
he	he
ido	ido
a	a
la	la
aceituna	aceituna
y	y
no	no
[A-Inn]	[A-Inn]
~.	~.
[HS:I2	[HS:I2
		Tdas			Tos
las	las
mañanas	mañanas
están	están
~,	~,
que	que
van	van
por	por
aceite	aceite
y	y
to	to
~,	~,
y	y
están	están
allí	allí
~.	~.
		]			]
Ya	Ya
no	no
lo	lo
he	he
visto	visto
yo	yo
~,	~,
[HS:I2	[HS:I2
		Que			Que
allí	allí
sos	sos
lo	lo
dicen	dicen
		]			]
