estandar	dialectal	whisper
Ah	Ah	a
~,	~,	lo
lo	lo	mismo
mismito	mismito	y
~,	~,	me
hija	hija	dijo,
~,	~,	no
nos	nos	he
enseñaban	enseñaban	enseñado.
~.	~.	Lo
Lo	Lo	mismo
mismo	mismo	no
nos	nos	enseñaban
enseñaban	enseñaban	a
a	a	los
los	los	niños
niños	niños	que
que	que	a
a	a	la
las	las	niña.
niñas	niñas	A
~.	~.	nosotros
A	A	lo
nosotros	nosotros	enseñaban
nos	nos	a
enseñaban	enseñaban	considerar
a	a	un
coser	coser	poco
~,	~,	más
un	un	que
poco	poco	a
más	más	lo
que	que
a	a
los	los
niños	niños
~.	~.
[RISA]	[RISA]
