estandar	dialectal	whisper
La	La	Me
enjambre	enjambre	dejo
~.	~.	ahí.
[HS:E1	[HS:E1	Ah,
		[Asent]			[Asent]	no
~.	~.	me�qué
		]			]	sobre
La	La	las
enjambre	enjambre	meneras,
~,	~,	solo
que	que	las
solían	solían	liberares.
venir	venir	Sí,
solo	solo	así
las	las	es.
de	de	Si
por	por	éso,
áhi	áhi	las
a	a	con
lo	lo	las
mejor	mejor	malas
~.	~.	bolas
[HS:E1	[HS:E1	va
		Ya			Ya	a
~.	~.	ser
		]			]	la
Y	Y
se	se
lo	lo
llevan	llevan
en	en
otro	otro
sitio	sitio
~…	~…
y	y
a	a
nosotros	nosotros
se	se
nos	nos
iban	iban
~.	~.
Y	Y
si	si
ibas	ibas
tras	tras
de	de
ellas	ellas
~,	~,
lograbas	lograbas
traerlas	traerlas
~.	~.
[HS:E1	[HS:E1
		¿~			¿~
Y	Y
cómo	cómo
~…	~…
		]			]
Las	Las
~,	~,
las	las
metías	metías
y	y
~…	~…
