estandar	dialectal	whisper
Este	Este	Este
es	es	es
más	más	más
antiguo	antiguo	antiguo
que	que	que
este	este	este.
~.	~.	Este
Este	Este	es
es	es	mi
muy	muy	antiguo,
antiguo	antiguo	este
~,	~,	es
este	este	menos.
es	es	Este
menos	menos	es
~.	~.	antiguo
Este	Este	que
es	es	los
antiguo	antiguo	menos.
pero	pero	Este
es	es	por
menos	menos	aquí,
~.	~.	hecha
[R-Ind]	[R-Ind]	el
Este	Este	café
~,	~,	por
por	por	aquí
aquí	aquí	y
~,	~,	saca
echas	echas	el
el	el	café
~,	~,	por
el	el	aquí.
café	café	Este
por	por	es
aquí	aquí	el
y	y	que
~,	~,	desito
[HS:E1	[HS:E1	al
		Y			Y	grigado.
sale	sale	Este
por	por	para
ahí	ahí	sacarlo,
~.	~.	lo
		]			]	hecha
y	y	aquí
sacas	sacas	y
el	el	lo
cajoncico	cajoncico	hecha
este	este	aquí
~.	~.	y
Y	Y	pasacarlo
este	este	por
se	se	aquí.
tiene	tiene	Esto
que	que	es
desentornillar	desentornillar	los
~.	~.	que
Este	Este	usan
para	para	yo.
sacarlo	sacarlo	Aquí
lo	lo	tenéis
echas	echas	unas
aquí	aquí	tenazas
y	y	del
lo-	lo-	fuego
~,	~,	que
y	y	yo
entonces	entonces	eso,
lo	lo	pues
echas	echas	sólo
~,	~,	nos
por	por	matas
aquí	aquí	cerdos.
~…	~…	Ya
~,	~,	yo
lo	lo	no
echas	echas	los
aquí	aquí	quis
y	y	décidé,
para	pa	le
sacarlo	sacalo	voy
~,	~,	a
pues	pues	dejar
es	es	deployment
aquí	aquí	–ee,
~.	~.	mientras
Estos	Estos	había
los	los	que
he	he	deh
usado	usao	con
yo	yo	otros
~.	~.	botancados,
Aquí	Aquí	ahí
~,	~,	ya
tenéis	tenéis	hubiera
unas	unas	hecho
tenazas	tenazas	las
del	del
fuego	fuego
que	que
yo	yo
eso	eso
~,	~,
pues	pues
solo	solo
en	en
los	los
matacerdos	matacerdos
~,	~,
o	o
sea	sea
~,	~,
yo	yo
ya	ya
no	no
he	he
guisado	guisao
con	con
fuego	fuego
~,	~,
que	que
antes	antes
hacía	hacía
un	un
fuego	fuego
bajo	bajo
~.	~.
