estandar	dialectal	whisper
Sí	Sí	Sí,
~,	~,	por
por	por	lo
lo	lo	menos...
menos	menos	No,
~…	~…	la
[HS:E1	[HS:E1	casa
		No			No	ya.
en	en	Sí,
la	la	pero
casa	casa	no
~,	~,	antito,
ya	ya	ya
~.	~.	ya...
		]			]	Hacía
Sí	Sí	poco
~,	~,	que
pero	pero	habían
no	no	empezado
~,	~,	a
[A-Inn]	[A-Inn]	hacerse
hacía	hacía	allí,
ya	ya	cuando
~…	~…	yo
hacía	hacía	me
poco	poco	casé.
que	que	Y
había	había	antes
empezao	empezao	era
a	a	las
hacerse	hacerse	casas,
allí	allí	en
~,	~,	las
cuando	cuando	casas
yo	yo	de
me	me	los
casé	casé	padres
~.	~.	y
Que	Que	a
antes	antes	lo
era	era	mejor,
en	en	todas
las	las	las
casas	casas	de
~.	~.	los
En	En	vecinos
la	la	había
casa	casa	que
de	de	ocuparla
los	los	porque
padres	padres	iba
~,	~,	mucha
y	y	gente.
a	a	Hacía
lo	lo	las
mejó	mejó	comidas,
toas	toas	alí
las	las	también,
de	de	que
los	los	se
vecinos	vecinos	tiraban
había	había	unos
que	que	poco
ocuparlas	ocupalas	heridas,
porque	porque	viendo
~…	~…	comidas
iba	iba	de
mucha	muncha	cosas
gente	gente	de
~.	~.	casa.
Te	Te	Sí.
~,	~,	Y
hacían	hacían	se
las	las	llenaban
comidas	comidas	todas
allí	allí	las
tamién	tamién	casas
~,	~,	de
que	que	los
~…	~…	vecinos,
que	que	algo,
se	se	¿no?
tiraban	tiraban	No
unos	unos	hay
pocos	pocos	ningún
de	de	capuner
días	días	mesa
haciendo	haciendo	en
comida	comida	todas
de	de	las
~…	~…	casas
[HS:E1	[HS:E1	de
		[Asent]			[Asent]	los
~.	~.
		]			]
de	de
cosas	cosas
de	de
~,	~,
de	de
~…	~…
de	de
casa	casa
~,	~,
a	a
ver	ver
~.	~.
[HS:E1	[HS:E1
		Sí			Sí
~.	~.
		]			]
Y	Y
~…	~…
~,	~,
y	y
se	se
llenaban	llenaban
toas	toas
las	las
casas	casas
de	de
los	los
vecinos	vecinos
~,	~,
a	a
lo	lo
mejó	mejó
~.	~.
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Tenían	Tenían
que	que
poner	poner
mesas	mesas
en	en
toas	toas
las	las
casas	casas
de	de
~…	~…
de	de
los	los
vecinos	vecinos
~.	~.
