estandar	dialectal	whisper
Ah	Ah	Ah,
~,	~,	no
no	no	ayuda,
hay	hay	que
duda	duda	para
~.	~.	mí...
Que	Que	Yo
~,	~,	creo
que	que	que
pa	pa	lo
mí	mí	he
~,	~,	dicho,
yo	yo	lo
creo	creo	he
que	que	dicho,
[A-Inn]	[A-Inn]	lo
le	le	he
dicen	dicen	dicho,
a	a	yo
la	la	quiero,
abuela	abuela	yo
~,	~,	quiero,
que	que	yo
yo	yo	quiero.
quiero	quiero	Bueno,
esto	esto	alí,
~,	~,	explica
que	que	mi
yo	yo	entremejor,
quiero	quiero	comito.
lo	lo	Mhm.
otro	otro	Yo
~,	~,	creo
que	que	que
yo	yo	lo
quiero	quiero	he
~…	~…	dicho,
Van	Van	lo
a-	a-	he
~,	~,	dicho,
allí	allí	lo
~,	~,	he
allí	allí
pican	pican
y	y
entran	entran
mejor	mejor
~,	~,
comiendo	comiendo
~.	~.
