estandar	dialectal	whisper
Ya	Ya	ya
como	como	como
empezaron	empezaron	empezaron
a	a	a
tirar	tirar	tirar
los	los	los
cañones	cañones	canones
y	y	y
caían	caían	caía
las	las	las
balas	balas	balas,
en	en	se
Leganés	Leganés	enlegane
y	y	si
eso	eso	eso
donde	donde	donde
estábamos	estábamos	estabamos
~,	~,	en
en	en	una
una	una	casa
casa	casa	pues
~,	~,	ya
pues	pues	se
ya	ya	cogieron
se	se	los
cogieron	cogieron	carros
los	los	con
carros	carros	los
con	con	colchones
los	los	un
colchones	colchones	poco
y	y	de
un	un	ropa
poco	poco	que
de	de	se
ropa	ropa	llegaba
que	que	porque
se	se	como
llevaba	llevaba	era
~.	~.	Patre,
[HS:E1	[HS:E1	nosotros
		[Asent]			[Asent]	no
~.	~.	tiene
		]			]	nada
Porque	Porque	más,
como	como	pues
era	era	la
pa	pa	ropa,
tres	tres	la
~|	~|	ropa
pa	pa	se
dos	dos	quedó
o	o	muy
tres	tres
días	días
nada	nada
más	más
pues	pues
la	la
ropa	ropa
~,	~,
toa	toa
la	la
ropa	ropa
se	se
quedó	quedó
[HS:I2	[HS:I2
		Eso			Eso
~,	~,
		]			]
[A-Inn]	[A-Inn]
~.	~.
