estandar	dialectal	whisper
«~	«~	Tres,
Pues	Pues	tengo
mire	mire	aquí
usted	usted	cuatro
que	que	y
~,	~,	la
que	que	niña
nos	nos	está
habemos	bemos	engrama
entrevistao	entrevistao	que
yo	yo	estudió
y	y	de
su	su	enfermera
niña	niña	y
~»	~»	está
~.	~.	en
Y	Y	tu
~,	~,
el	el
padre	padre
~,	~,
pues	pues
~:	~:
«~	«~
Mira	Mira
~,	~,
si	si
vienes	vienes
con	con
buenas	buenas
cuentas	cuentas
~,	~,
sigue	sigue
~»	~»
~.	~.
Hombre	Hombre
~,	~,
siempre	siempre
que	que
tuvieran	tuvieran
tiempo	tiempo
~,	~,
siquiera	siquiera
dieciocho	dieciocho
años	años
o	o
por	por
ahí	ahí
~,	~,
[HS:E2	[HS:E2
		Ah			Ah
~…	~…
		]			]
mientras	mientras
no	no
~,	~,
no	no
