estandar	dialectal	whisper
Todo	Todo	todo
eso	eso	lo
~.	~.	esperaba.
Y	Y	¡Y<|eu|>
lo	lo	ties
hacías	hacías	en
en	en	una
una	una	promoción,
artesilla	artesilla	porque
~,	~,	metamos
porque	porque	unosdomas
matábamos	matábamos	de
unos	unos	200
cerdos	cerdos	quilos.
de	de	esto
doscientos	doscientos
kilos	kilos
[HS:E1	[HS:E1
		~¡~			~¡~
Guau	Guau
~!	~!
		]			]
y	y
de	de
[HS:I1	[HS:I1
		Hombre			Hombre
~,	~,
pesaban	pesaban
los	los
jamones	jamones
~…	~…
		]			]
trescientos	trescientos
porque	porque
~…	~…
