estandar	dialectal	whisper
Bueno	Bueno	Bueno,
~,	~,	tanto
pues	pues	gusto
~,	~,	y
¿~	¿~	haber
eh	eh	si
~?	~?	esto
~¡~	~¡~	y
Bueno	Bueno	viene
~!	~!	a
[HS:E1	[HS:E1	pasar
		Pues			Pues	al
nada	nada	verano,
~.	~.	ocho
		]			]	días
Tanto	Tanto	aquí,
gusto	gusto	pues
[HS:E2	[HS:E2	hay
		Igualmente			Igualmente	un
~.	~.	sitio
		]			]	que
[HS:E4	[HS:E4	os
		Igualmente			Igualmente	gustaría,
~.	~.	lo
		]			]	cuaste
[HS:E3	[HS:E3	lleno
		Igualmente			Igualmente	de
~.	~.	bañones,
		]			]	esto
A	A	era
ver	ver	un
si	si	poblado
esto	esto	y
da	da	bien,
~…	~…	o
y	y	rechruches
viene	viene	capaciones,
uno	uno	muy
a	a	por
pasar	pasar	ser
al	al	hace
verano	verano	tres
ocho	ocho	semanas,
días	días	fue
aquí	aquí	la
~.	~.	triesta
Hay	Hay	del
un	un	liberico,
sitio	sitio	si,
que	que	si
os	os	fueran,
gustaría	gustaría	no
~:	~:	sé
el	el	si
~…	~…	cuatro
el	el	o
Castellet_de_Banyol	Castellet_de_Banyol	cinco
~.	~.	o
[R-Vhc]	[R-Vhc]	dos
Esto	Esto	para
era	era	esos,
un	un	de
poblado	poblado	gente,
ibérico	ibérico	con
~.	~.	los
Han	Han	que
hecho	hecho	trabajan
muchas	muchas	en,
cavaciones	cavaciones	hacen
~.	~.	capaciones
Hoy	Hoy	y
~,	~,	todo
[L-Otra:	[L-Otra:	esto,
		potser			potser	esto
		]			]	es
hace	hace	más
tres	tres	bonito
semanas	semanas	el
~…	~…	verano,
[HS:I2	[HS:I2	ver
		Fue			Fue	el
la	la	río
fiesta	fiesta	bajo
del	del	el
ibérico	ibérico	bajo
~.	~.	mismo
		]			]	el
Sí	Sí	libro,
~,	~,	bueno,
y	y	pues
fueron	fueron	otros
~,	~,	veis
no	no	a
sé	sé	Madrid,
si	si	el
cuatro	cuatro	parque
o	o	del
cinco	cinco	retiro
autocares	autocares	y
fueron	fueron	después,
~,	~,	como
de	de	allá
gente	gente	van,
~,	~,	que
¿~	¿~	es
eh	eh	la
~?	~?	mar,
[HS:E1	[HS:E1	que
		[Asent]			[Asent]	es
~.	~.	la
		]			]	cruz
Con	Con	tan
los	los	alta,
que	que	el
trabajan	trabajan	bañero
allí	allí	de
~.	~.	los
Hacen	Hacen	caídos,
cavaciones	cavaciones	las
y	y	curial,
todo	todo	aquí
esto	esto	sí,
~.	~.	lo
Esto	Esto	veis,
es	es	no
más	más	lo
bonito	bonito	veis,
al	al	tú
verano	verano	no
[HS:E1	[HS:E1	lo
		Claro			Claro	veis,
~.	~.	te
		]			]	dan
[RISAS]	[RISAS]	que
¿~	¿~	es,
Eh	Eh	lo
~?	~?	has
Ves	Ves	curial,
el	el	si
río	río	no
~,	~,	van
debajo	bajo	a
~,	~,	ir,
debajo	debajo	va
mismo	mismo	a
~,	~,	ir
el	el	al
Ebro	Ebro	organismo
~,	~,	tampoco,
[HS:E	[HS:E	no,
		[Asent]			[Asent]	no,
~.	~.	no,
		]			]	porque
o	o	está
sea	sea	la
que	que	otra
~…	~…	parte,
Bueno	Bueno	eh,
~,	~,	eh,
vosotros	vosotros	eh,
veis	veis	tú
a	a
Madrid	Madrid
el	el
parque	parque
del	del
Retiro	Retiro
~,	~,
[RISAS]	[RISAS]
y	y
después	después
~,	~,
[Rndo:	[Rndo:
		¿~			¿~
cómo	cómo
lo	lo
llaman	llaman
~?	~?
		]			]
~¡~	~¡~
Mechachis	Mechachis
la	la
mar	mar
~!	~!
Que	Que
hay	hay
la	la
cruz	cruz
tan	tan
alta	alta
~…	~…
[HS:E3	[HS:E3
		El			El
Valle_de_los_Caídos	Valle_de_los_Caídos
~.	~.
		]			]
[HS:E1	[HS:E1
		El			El
Valle_de_los_Caídos	Valle_de_los_Caídos
~.	~.
		]			]
El	El
Valle_de_los_Caídos	Valle_de_los_Caídos
~,	~,
L'Escorial	L'Escorial
~,	~,
¿~	¿~
eh	eh
~,	~,
que	que
sí	sí
~?	~?
¿~	¿~
Lo	Lo
veis	veis
o	o
no	no
lo	lo
veis	veis
~?	~?
[HS:E1	[HS:E1
		Sí			Sí
~,	~,
sí	sí
~.	~.
		]			]
Ah	Ah
~.	~.
Tú	Tú
no	no
eres	eres
de	de
Aranjuez	Aranjuez
~,	~,
L'Escorial	L'Escorial
~.	~.
[HS:E3	[HS:E3
		No			No
~.	~.
		]			]
[RISAS]	[RISAS]
Y	Y
el	el
Valle_de_los_Caídos	Valle_de_los_Caídos
~,	~,
tampoco	tampoco
[HS:E3	[HS:E3
		No			No
~,	~,
no	no
~.	~.
		]			]
que	que
está	está
a	a
la	la
otra	otra
parte	parte
~,	~,
¿~	¿~
eh	eh
~?	~?
[HS:E4	[HS:E4
		Es			Es
verdad	verdad
~.	~.
		]			]
¿~	¿~
Tú	Tú
sí	sí
~?	~?
