estandar	dialectal	whisper
~¡~	~¡~	Trilio
Trillar	Trillar	va
~!	~!	voliendo
Un	Un	esa
trillo	trillo	siempre
~,	~,	para
vaya	vaya	sacar
o	o	el
va	va	trigo
~,	~,	y
va	va	todo
moliendo	moliendo	eso,
esa	esa	no
siembra	siembra	saben
pa	pa	nada.
sacar	sacar	Vamos
el	el	a
trigo	trigo	ver
y	y	qué
todo	todo	estás
eso	eso
~.	~.
~¡~	~¡~
No	No
sabes	sabes
nada	nada
~!	~!
[HS:E1	[HS:E1
		[RISA]			[RISA]
		]			]
Vamos	Vamos
a	a
ver	ver
~,	~,
¿~	¿~
qué	qué
~,	~,
qué	qué
~,	~,
qué	qué
estás	estás
estudiando	estudiando
~?	~?
