estandar	dialectal	whisper
Ah	Ah	No
~,	~,	sé
chica	chica	cómo
~,	~,	habría
no	no	empezado,
sé	sé	yo
~.	~.	cuando
Ella	Ella	me
no	no	casé
sé	sé	yo,
cómo	cómo	era
habría	habría	una
empezado	empezao	señora
~.	~.	mayor
Pues	Pues	y
que	que	por
~,	~,	todo
cuando	cuando	el
me	me	pongo
casé	casé	solía
yo	yo	de
~,	~,	la
pues	pues	herencia
era	era	y
ya	ya	me
una	una	quedé
señora	señora	embarazada
mayor	mayor	y
y	y	bueno,
por	por	aquí
to'l	to'l	le
pueblo	pueblo	diríamos
solía	solía	a
andar	andar	la
ella	ella	suegra
~.	~.	y
Y	Y	pues
~…	~…	así
yo	yo	vino
me	me	y
quedé	quedé	muy
embarazada	embarazada	duro,
y	y	tenía
~,	~,	yo
bueno	bueno	la
~,	~,	primer
pues	pues	parto,
~,	~,	muy
claro	claro	duro,
~,	~,	mucho,
¿~	¿~	pero
a	a	mucho,
quién	quién	mucho,
le	le	y
diríamos	diríamos	el
~?	~?	dojo,
A	A	este
la	la	dono
suegra	suegra	a
~,	~,	mi
y	y	ya
~…	~…	habíamos
~,	~,	traído
pues	pues	y
así	así	dos
vino	vino	mil
~,	~,	hijos,
y	y	pues
muy	muy	nada,
duro	duro	ahora
tenía	tenía	que
yo	yo	hace
la	la	se
~…	~…	salía
primer	primer	y
parto	parto	después
~,	~,	empezó,
muy	muy	el
duro	duro	médico
~,	~,	fue
muy	muy	en
duro	duro	busca
~.	~.	de
[HS:E1	[HS:E1	otro
		¿~			¿~	médico
Sí	Sí	de
~?	~?	areso,
		]			]	que
Mucho	Mucho	iba
~,	~,	a
¿~	¿~	traer
eh	eh	otro
~?	~?	médico
Pero	Pero	de
mucho	mucho	areso,
~,	~,	se
mucho	mucho	algo
~.	~.	aquí,
Y	Y	para
el	el	hacer
~…	~…	algo
~,	~,	con
don	don	hierroso,
		yo
~Anonimizado	~Anonimizado	tenía
		muy
este	este	mal,
~,	~,	con
don	don	el
		primero
Anonimizado	Anonimizado	muy
		mal
también	también	y
ya	ya	después
habíamos	habíamos	la
traído	traído	suegra
~,	~,	ayudarme
y	y	a
don	don	ayudarme
		y
Anonimizado	Anonimizado	esa
		niño
dijo	dijo	precioso
~:	~:	sacó,
«~	«~	después
Pues	Pues	de
nada	nada	tantas
~,	~,	horas,
habrá	habrá	pero
que	que	la
hacer	hacer	cabeza
cesárea	cesárea	tenía
~»	~»	un
~.	~.	poco,
Y	Y	ya
después	después	en
empezó	empezó	mayor
la	la	ya
~…	~…	tenía
~,	~,	bastante
el	el	la
médico	médico	cabeza,
fue	fue	un
en	en	poco
busca	busca	desformada,
de	de	pero
~,	~,	después
de	de	es
otro	otro	muy
médico	médico	bien,
de	de	no
Areso	Areso	pasó
~,	~,	nada,
que	que	y
iba	iba	luego
a	a	pues
traer	traer	otros
otro	otro	hijos
médico	médico	muy
de	de	bien,
Areso	Areso	ya
~,	~,	posterior
pa	pa	muy
hacer	hacer	bien,
~…	~…	muy
algo	algo	fácil
aquí	aquí	y
~,	~,	muy
pa	pa	bien,
hacer	hacer	y
algo	algo	criar,
con	con	sin
hierros	hierros	ningún
o	o	bici
no	no	en
sé	sé	casa
~.	~.	con
Yo	Yo	lo
tenía	tenía	que
muy	muy	teníamos,
mal	mal	aluviar,
~,	~,	patata,
con	con	leche
el	el	y
primero	primero	cerro
muy	muy	matábamos
mal	mal	y
~.	~.	así,
Y	Y	esas
después	después	cosas,
la	la	lo
~…	~…	demás
~,	~,	muy
empezó	empezó	poco
la	la	gasto,
suegra	suegra	no
a	a	teníamos
ayudarme	ayudarme	dinero
~,	~,	y
ayudarme	ayudarme	había
~,	~,	que
y	y	mirar
sac-	sac-	la
~,	~,	cosa
un	un	de
niño	niño	casa,
precioso	precioso	la
sacó	sacó	cosa
~.	~.	de
[RISA]	[RISA]	casa
Después	Después	había
de	de	que
tantas	tantas	mirar,
horas	horas	sí,
~,	~,	pero
pero	pero	muy
la	la	bien,
cabeza	cabeza	protaje
tenía	tenía	a
un	un	Lúvia
poco	poco	y
gran-	gran-	esas
~,	~,	cosas
ya	ya	muy
		buenas,
Anonimizado	Anonimizado	los
		apacrí
~,	~,	a
el	el	los
mayor	mayor	hijos
~,	~,	son
ya	ya	muy
tenía	tenía	llanos,
bastante	bastante	eso
~…	~…	es
~,	~,	lo
la	la	que
cabeza	cabeza	os
desf-	desf-	quiero
~,	~,
un	un
poco	poco
desformada	desformada
~.	~.
Pero	Pero
después	después
muy	muy
bien	bien
~,	~,
¿~	¿~
eh	eh
~?	~?
No	No
pasó	pasó
nada	nada
~,	~,
¿~	¿~
eh	eh
~?	~?
Y	Y
~,	~,
luego	luego
~,	~,
pues	pues
otros	otros
hijos	hijos
muy	muy
bien	bien
~,	~,
ya	ya
posterior	posterior
muy	muy
bien	bien
~,	~,
muy	muy
fácil	fácil
y	y
muy	muy
bien	bien
~.	~.
Y	Y
criar	criar
~,	~,
bueno	bueno
~,	~,
criar	criar
~,	~,
sin	sin
ningún	ningún
vicio	vicio
~,	~,
en	en
casa	casa
con	con
lo	lo
que	que
teníamos	teníamos
~,	~,
¿~	¿~
eh	eh
~?	~?
Alubia	Alubia
~,	~,
patata	patata
~,	~,
leche	leche
~,	~,
y	y
~…	~…
cerdo	cerdo
matábamos	matábamos
con	con
~,	~,
¿~	¿~
eh	eh
~?	~?
Y	Y
así	así
