estandar	dialectal	whisper
Y	Y	y
luego	luego	luego
hacíamos	hacíamos	hacía
chorizos	chorizos	mucho
con	con	eso
una	una	con
máquin-	máquin-	una
~,	~,	máquina
antes	antes	antes
no	no	no,
~.	~.	antes
Antes	Antes	con
~,	~,	un
con	con	embudillo
un	un	le
embudillo	embudillo	estábamos
le	le	llenando
echábamos	echábamos	la
y	y	tripa
llenábamos	llenábamos	pero
la	la	ahora
tripa	tripa	con
~,	~,	máquina
pero	pero	se
ahora	ahora	va
~,	~,	echando
con	con	la
máquina	máquina	máquina
~,	~,	se
se	se	le
va	va	va
echando	echando	dando
a	a	y
la	la	vas
máquina	máquina	since
~,	~,	so
se	se	tohical
le	le
va	va
dando	dando
y	y
va	va
saliendo	saliendo
~,	~,
y	y
pues	pues
~,	~,
claro	claro
~.	~.
