estandar	dialectal	whisper
Ya	Ya	y
~,	~,	a
ya	ya	ver,
~…	~…	porque
«~	«~	esta
¿~	¿~	tal
Y	Y	viene
por	por	la
qué	qué	maravilla,
estás	estás	viene
bien	bien	la
~?	~?	tal
~»	~»	con
~.	~.	10,
«~	«~	lo
Pues	Pues	suñaba
mira	mira	ya
~,	~,	por
viene	viene	los
la	la	biles
orquesta	orquesta	porque
tal	tal	104
~,	~,	o
viene	viene	5
~…	~…	días,
tal	tal	cada
~,	~,	día
viene	viene	hay
la	la	a
Maravilla	Maravilla	menos
~,	~,	y
viene	viene	cada
la	la	día
tal	tal	uno
~»	~»	porque
~.	~.
Me	Me
cago	cago
en	en
diez	diez
~.	~.
Soñabas	Soñabas
ya	ya
con	con
los	los
bailes	bailes
~.	~.
Porque	Porque
decían	decían
cuatro	cuatro
o	o
cinco	cinco
días	días
~,	~,
y	y
cada	cada
día	día
era	era
un	un
baile	baile
[HS:I3	[HS:I3
		Y			Y
nadie	nadie
salía	salía
~…	~…
		]			]
y	y
cada	cada
día	día
una	una
orquesta	orquesta
~.	~.
