estandar	dialectal	whisper
A	A	A
veces	veces	veces
~…	~…	la
[OTRAS-EM]	[OTRAS-EM]	cocilla,
Bueno	Bueno	si,
~,	~,	teníamos
en	en	cerrar
La_Golfilla	La_Golfilla	de
sí	sí	cría,
~,	~,	bueno,
teníamos	teníamos	le
cerdas	cerdas	he
de	de	dicho,
cría	cría	le
~…	~…	terminó
Bueno	Bueno	eso
~,	~,	de
no	no	las
le	le	cocillas
he	he	y
dicho	dicho	se
~,	~,	combinaba
le	le	cuando
he	he	estuviesen
terminado	terminao	las
eso	eso	noganizas,
de	de	y
las	las	a
~,	~,	ese
las	las	caso,
costillas	costillas	saber
~:	~:	echar
y	y	los
~…	~…	adobos
y	y	que
se	se	se
combinaba	combinaba	decían,
cuando	cuando	que
estuviesen	estuviesen	es
las	las	el
longanizas	longanizas	agua
ya	ya	dinójo
secas	secas	y
~,	~,	todo
¿~	¿~	eso
sabe	sabe	y
~?	~?	se
~,	~,	tenían
echar	echar	2
los	los	días
adobos	adobos	o
que	que	por
se	se
decían	decían
~,	~,
que	que
es	es
el	el
agua	agua
de	de
hinojo	hinojo
y	y
todo	todo
eso	eso
~,	~,
y	y
se	se
tenían	tenían
dos	dos
días	días
o	o
por	por
áhi	áhi
~.	~.
