estandar	dialectal	whisper
Con	Con	y
mi	mi	lo
primo	primo	tiró,
~.	~.	venga
Y	Y	que
lo	lo	me
tiró	tiró	abuelas
~:	~:	de
«~	«~	pulso,
Venga	Venga	que
~,	~,	no
que	que	te
~…	~…	arribe
~»	~»	a
~.	~.	ella,
Saltó	Saltó	que
mi	mi	yo
abuela	abuela	no
~,	~,	quiero
se	se	que
puso	puso	te
~:	~:	arribe
«~	«~	a
Que	Que	ella,
no	no	porque
te	te	me
arrimes	arrimes	abuelas
a	a	a
ella	ella	que
~,	~,	era
que	que	otro
yo	yo	y
no	no	como
quiero	quiero	el
que	que	otro
te	te	estaba
arrimes	arrimes	en
a	a	la
ella	ella	o,
~»	~»	pero
~.	~.	a
Porque	Porque	que
es	es	el
que	que	día
mi	mi	ya
abuela	abuela	no
quiere	quiere	me
al	al	amara,
otro	otro	pero
y	y	otro
como	como	día
el	el	con
otro	otro	una
estaba	estaba	finba
al	al	mía,
lao	lao	no
~,	~,	se
pero	pero	apina,
aquel	aquel	fui
día	día	más
yo	yo	por
me	me	agua
vine	vine	y
con	con	él
él	él	salió,
~.	~.	y
Pero	Pero	yo
otro	otro	me
día	día	monté
con	con	mi
una	una	burra,
prima	prima	después
mía	mía	de
~,	~,	el
con	con	llenar
otra	otra	yo
prima	prima	me
~,	~,	monté
fuimos	fuimos	mi
a	a	burra,
por	por	y
agua	agua	él
y	y	se
él	él	quedó,
salió	salió	porque
~.	~.	él
Y	Y	decía
yo	yo	por
me	me	ganter
monté	monté	a…
en	en	cuando
mi	mi	era
burra	burra	más
~.	~.	nuevo
Después	Después	era
de	de	de
llenar	llenar	amigos,
~,	~,	a
yo	yo	usted,
me	me	pero
~,	~,	ya
me	me	después
monté	monté	conmigo
en	en	no
mi	mi	fue,
burra	burra	y
y	y	decía
él	él	de
se	se	la
quedó	quedó	rápida
~,	~,	ya
porque	porque	que
él	él	tenía,
decía	decía	porque
~…	~…	no
~,	~,	me
porque	porque	hizo
antes	antes	bajarme,
era	era	para
~,	~,	venir
cuando	cuando	a
era	era	abrarto
más	más	conmigo,
nuevo	nuevo	ni
era	era	si
de	de	me
amigo	amigo	venía
~,	~,	montar
¿~	¿~	la
sabe	sabe	burra
usted	usted	y
~?	~?	yo
Pero	Pero	la
ya	ya	mía,
después	después	y
con	con	decía
mi	mi	que
hijo	hijo	no
no	no	me
pudo	pudo	había
~.	~.	bajado
Y	Y	de
decía	decía	la
~,	~,	burra
de	de	porque
la	la	me
rabia	rabia	venía
ya	ya	viendo
que	que	las
tenía	tenía	rodillas,
porque	porque	yo
no	no	no
me	me	sé
hizo	hizo	si
bajarme	bajame	creé
pa	pa	que
venir	venir	todo
hablando	hablando	tenía,
conmigo	conmigo	y
~,	~,	él
mi	mi	me
prima	prima	ababa
venía	venía	a
montada	montá	bajar
en	en	de
la	la	la
burra	burra	burra,
y	y	porque
yo	yo	yo
en	en	no
la	la	quería,
mía	mía	yo,
~,	~,	porque
y	y	tú
decía	decía	sabes
que	que	que
no	no	si
es	es	tú
~,	~,	me
que	que	va
no	no	a
~…	~…	tocar
~,	~,	mi,
no	no	que
me	me	pego
había	había	a
bajao	bajao	un
de	de	paro
la	la	que
burra	burra	le
porque	porque	arremato,
me	me	yo
venía	venía	le
viendo	viendo	decía,
las	las	yo
rodillas	rodillas	era
~,	~,	más
¿~	¿~	rara,
usted	usted	ahora
se	se	es
cree	cree	una
qué	qué	modelo,
tontería	tontería	por
~?	~?	dar
Y	Y	allá
yo	yo	soy
no	no	y
me	me	yo
había	había	creo
bajao	bajao	que
de	de	soy
la	la	de
burra	burra	más
porque	porque	remolendo,
yo	yo	pero
no	no	no
he	he	sé
querío	querío	la
~.	~.	murrada,
Eso	Eso	pero
es	es	el
lo	lo	día
que	que	que
decía	decía	vieron
yo	yo	a
~.	~.	mi
«~	«~	casa,
Porque	Porque	que
tú	tú	yo
sabes	sabes	no
que	que	sabía,
si	si	yo
tú	tú	ya
me	me	estaba
vas	vas	en
a	a	mi
tocar	tocar	madre,
a	a	si
mí	mí	a
~,	~,	usted
te	te	se
pego	pego	le
a	a	decía,
un	un	mi
~,	~,	madre
un	un	de
palo	palo	tú,
que	que	entonces
te	te	teníamos
remato	remato	aquí
~»	~»	una
~,	~,	cuadra,
yo	yo	si
le	le	a
decía	decía	usted,
~.	~.	y
Yo	Yo	pues
es	es	llamó
que	que	la
era	era	puerta
más	más	de
~,	~,	la
más	más	galle,
rara	rara	y
~,	~,	vino,
mire	mire	estaba
usted	usted	en
~.	~.	una
Ahora	Ahora	tía
soy	soy	ni
más	más	ha,
moderna	moderna	una
~,	~,	tía
porque	porque	de
ahora	ahora	mi
ya	ya	madre,
soy	soy	ni
~,	~,	aguela,
yo	yo	y
creo	creo	madre,
que	que	y
soy	soy	aquí
demasiado	demasiao	a
moderna	moderna	tía
~.	~.	de
[RISAS]	[RISAS]	mi
Pero	Pero	madre
antes	antes	me
era	era	quería
mu	mu	ponmigo,
rara	rara	y
~.	~.	así
Pero	Pero	que
es	es	lo
que	que	hubió,
el	el	no
día	día	le
que	que	digo
vino	vino	nada,
a	a	¿no?
mi	mi	¿Tacuarda?
casa	casa	Yo
~,	~,	estaba
que	que	abarriendo
yo	yo	porque
no	no	teníamos
sabi-	sabi-	aquí
~,	~,	un
yo	yo	pasillo
ya	ya	de
~…	~…	piernes,
estaba	estaba	para
mi	mi	que
madre	madre	no
~,	~,	se
¿~	¿~	ocurriera
sabe	sabe	en
usted	usted	lo
~?	~?	animal,
~,	~,	mi
y	y	padre
le	le	sacó
decía	decía	un
a	a	bulo
mi	mi	de
madre	madre	un
de	de	mulo,
tú	tú	a
~.	~.	dormir
Entonces	Entonces	fuera
teníamos	teníamos	que
aquí	aquí	se
una	una	iba,
cuadra	cuadra	fue
~,	~,	lo
¿~	¿~	que
sabe	sabe	lo
usted	usted	sortaba
~?	~?	antes
~,	~,	de
y	y	noche,
cosíamos	cosíamos	pero
en	en	no
la	la	como
puerta	puerta	ahora,
de	de	entonces
la	la	se
calle	calle	vieron
~.	~.	hasta
Y	Y	la
vino	vino	obra
y	y	a
estaba	estaba	dormir
una	una	fuera,
tía	tía	sin
mía	mía	que
~,	~,	no
una	una	van
tía	tía	a
de	de	ir
mi	mi	a
madre	madre	comer,
~,	~,	en
mi	mi	estos
abuela	abuela	tiempos,
y	y	que
mi	mi	están
madre	madre	buenas
y	y	y
aquella	aquella	al
tía	tía	balaito,
de	de	hasta
mi	mi	la
madre	madre	noche
le	le	a
quería	quería	otro
como	como	día,
nieto	nieto	para
y	y	mañana
~,	~,	se
así	así	venían
que	que	y
lo	lo	se
vio	vio	vieron
~,	~,	a
no	no	su
le	le	trabajo,
digo	digo	pero
na	na	también
~.	~.	estaba
[HCruz:	[HCruz:	muy
		¿~			¿~	bien,
Te	Te	sí
acuerdas	acuerdas	van
~?	~?	a
La	La	su
hermana	hermana	trabajo,
		y
Anonimizado	Anonimizado	mi
		padre
~.	~.	se
		]			]	fue,
Yo	Yo	y
estaba	estaba	yo
barriendo	barriendo	corri,
porque	porque	y
teníamos	teníamos	va
ahí	ahí	a
un	un	ir
pasillo	pasillo	a
de	de	dormir
~,	~,	atrás
de	de	de
piedrecillas	piedrecillas	mi
pa	pa	cuadra,
que	que	y
no	no	va
se	se	a
escurrieran	escurrieran	ir
los	los	atrás
animales	animales	toda
~.	~.	la
Pos	Pos	escuela,
mi	mi	cuando,
padre	padre	cuando
sacó	sacó	siento
los	los	decir,
~,	~,	pero
a	a	oríéndose,
los	los	me
mulos	mulos	da
pa	pa	permiso
irse	ise	para
a	a	hablar
dormir	dormir	con
fuera	fuera	tu
que	que	hija,
se	se	pero
iba	iba	es
~.	~.	rígendose
Pero	Pero	porque
que	que	él
los	los	le
soltaban	soltaban	dí
de	de	a
noche	noche	mi
~,	~,	madre
no	no	de
como	como	tú,
ahora	ahora	él
~,	~,	tenía
entonces	entonces	mucha
se	se	amistad
iban	iban	a
todos	tos	ellos,
los	los	y
hombres	hombres	yo
a	a	acuerde
dormir	dormir	de
fuera	fuera	mi
~.	~.	madre,
Sí	Sí	dijo,
~,	~,	pues
pa	pa	si
que	que	ya
los	los	quedó
animales	animales	la
comieran	comieran	contigo,
en	en	yo
estos	estos	creo
tiempos	tiempos	que
que	que	te
tan	tan	había
buenas	buenas	delir,
hierbas	hierbas	y
hay	hay	entonces
y	y	la
to	to	que
~,	~,	ya
pos	pos	mía,
estaban	estaban	se
toda	to	cuso
la	la	una
noche	noche	ropa,
~.	~.	y
Al	Al	decía,
otro	otro	no
día	día	sé
por	por	si
la	la	que
mañana	mañana	le
se	se	diste
venían	venían	para
y	y	hablar
se	se	con
iban	iban	usted,
a	a	sí,
su	su	dice,
trabajo	trabajo	le
~.	~.	conge
Estaban	Estaban	o
mu	mu	guía
bien	bien	la
~.	~.	huella,
Se	Se	ya
iban	iban	la
a	a	madre,
su	su	un
trabajo	trabajo	goéz
y	y	por
mi	mi	culo,
padre	padre	de
se	se	los
fue	fue	contentas
y	y	que
yo	yo	estaba
cogí	cogí	descubrieron
y	y	y
barrí	barrí	yo,
to	to	a
mientras	mientras	que
en	en	el
mi	mi	novio
cuadra	cuadra	a
~,	~,	mí,
y	y	pues
barrí	barrí	es
toa	toa	verdad
~,	~,	que
to	to	estaba
pa	pa	contenta,
fuera	fuera	y
~.	~.	yo
Cuando	Cuando	creo
~,	~,	que
cuando	cuando	tenía
siento	siento	un
decir	decir	parma,
pero	pero	pero
riyéndose	riyéndose	creo
~:	~:	que
«~	«~	era
		muy
Anonimizado	Anonimizado	nueva
		esa
~,	~,	un
¿~	¿~	sitio
me	me	que
das	das	le
permiso	permiso	decía,
pa	pa	¿qué
hablar	hablar	le
con	con	sé?
tu	tu	¿Cosa
hija	hija	de
~?	~?	lo
~»	~»	nuevo?
~.	~.	¿Qué
Pero	Pero	le
él	él	man
riéndose	riyéndose	9
porque	porque	híos?
él	él	¿Qué
le	le	pasa?
decía	decía	¿Qué
a	a	hay
mi	mi	que
madre	madre
de	de
tú	tú
~.	~.
Él	Él
~,	~,
tenían	tenían
mucha	mucha
amistad	amistad
ellos	ellos
~.	~.
Y	Y
yo	yo
me	me
acuerdo	acuerdo
de	de
mi	mi
madre	madre
~,	~,
