estandar	dialectal	whisper
Desde	Desde	Al
luego	luego	cambio,
~,	~,	me
porque	porque	va
no	no	a
~,	~,	dar
no	no	cuenta.
se	se	Porque
parece	parece	cuando
a	a	yo
~…	~…	era
a	a	pequeña
cuando	cuando	en
yo	yo	una
me	me	vida,
crie	crie	ahora
~.	~.	es
[HS:E1	[HS:E1	como
		[Asent]			[Asent]	gran
~.	~.	día
		]			]	a
Porque	Porque	día.
~…	~…	Porque
la	la	no
verdad	verdá	se
~,	~,	parece
nosotros	nosotros	a
[OTRAS-EM]	[OTRAS-EM]	cuando
sí	sí	yo
le	le	me
voy	voy	quieres,
a	a	porque
decir	decir	la
~,	~,	verdad,
nos	nos	nosotros,
~,	~,	si
nos	los	lo
criamos	criamos	voy
en	en	a
cuevas	cuevas	decir,
 	 	lo
 	 	creamos
 	 	en
 	 	Cuba.
 	 	No
 	 	insulting.
 	 	Entonces,
 	 	estoy].
