estandar	dialectal	whisper
No	No	No,
~,	~,	no,
no	no	no
~,	~,	van
no	no	a
van	van	leer
ahí	ahí	el
a	a	cargón.
buscar	buscar	A
los	los	ver,
huevos	huevos	va
~.	~.	a
Alguna	Alguna	que
vez	vez	vacíes
que	que	por
vas	vas	el
por	por	monton
el	el	y
monte	monte	te
y	y	quitas
te	te	con
encuentras	encuentras	igual
con	con	de
~…	~…	una
igual	igual	palito
de	de	de
~,	~,	dos
de	de	y
~,	~,	igual
de	de	24
~,	~,	huevos
de	de	en
una	una	un
perdiz	perdiz
o	o
de	de
dos	dos
~,	~,
igual	igual
veinticuatro	veinticuatro
huevos	huevos
en	en
un	un
nido	nido
~.	~.
