estandar	dialectal	whisper
Pero	Pero	Pero
bueno	bueno	bueno,
~…	~…	pero
~,	~,	bueno
pero	pero	chiquito,
bueno	bueno	ahora,
~,	~,	que
pero	pero	antes,
bueno	bueno	antes
~,	~,	hace
chiquito	chiquito	50
~,	~,	años,
ahora	ahora	cuantos
~…	~…	son
[V-Ljn]	[V-Ljn]	bien
¿~	¿~	salidos
Pero	Pero	a
antes	antes
~?	~?
Antes	Antes
~,	~,
ha-	ha-
~,	~,
hace	hace
se-	se-
~,	~,
cincuenta	cincuenta
y	y
tantos	tantos
años	años
~,	~,
¿~	¿~
cuántos	cuántos
habían	habían
salido	salido
~?	~?
~,	~,
ninguno	ninguno
~.	~.
