estandar	dialectal	whisper
Nacido	Nacío	No,
y	y	yo
criao	criao	quería
aquí	aquí	va
~.	~.	aquí.
[RISAS]	[RISAS]	Ni
Ni	Ni	mi
me	me	tuven
he	he	en
ido	ido	la...
a	a	Me
ningún	ningún	tiró
lao	lao	una
~.	~.	oportunidad
Me	Me	en
dieron	dieron	Barcelona
la	la	estuve
~,	~,	en
una	una	Barcelona
oportunidad	oportunidá	el
en	en	año
Barcelona	Bacelona	en
~,	~,	el
estuve	estuve	80.
~,	~,	Y
en	en	habíamos
Barcelona	Bacelona	en
~,	~,	hospitales,
en	en	habíamos
el	el	matado
año	año	y
~|	~|	es
en	en	que
el	el	como
80	80	me
~.	~.	gustaba,
Y	Y	pues
había	había	me
~,	~,	veía
en	en	lo
Hospitalet	Hospitalet	mejor,
~,	~,	me
y	y	he
había	había	retoño
un	un	de
matadero	matadero	aquello,
~,	~,	me
allí	allí	he
cerca	cerca	vio...
~,	~,	Trabó
y	y	cuatro
como	como	veces,
me	me	yo
gustaba	gustaba	era
~,	~,	de
pos	pos	salir
me	me	una
veía	veía	familia
el	el	que
hombre	hombre	estaba
~|	~|	y
el	el	me
dueño	dueño	iba
de	de	allí.
aquello	aquello	De
me	me	amigos
vio	vio	que
tres	tres	le
o	o	gustó
cuatro	cuatro	usted,
veces	veces	de
~.	~.	que
Yo	Yo	mi
[A-Inn]	[A-Inn]	lo
a	a	usted
desayunar	desayuná	pues
con	con	yo
un	un	he,
familiar	familiar	en
que	que	la
estaba	estaba	ciudad.
y	y	Pues
me	me	no
iba	iba	hacían
ahí	ahí	falta
~.	~.	lo
«~	«~	menos
Amigo	Amigo	7,
~,	~,	yo
¿~	¿~	matarife.
es	es	Ya
que	que	habrá
le	le	setos,
gusta	gusta	yo
a	a	te
usté	usté	digo,
esto	esto	me
~?	~?	voy
~»	~»	a
~.	~.	escribir
Digo	Digo	un
~:	~:	libro.
«~	«~	Promotá
Mire	Mire	mató
usté	usté	un
~,	~,	borrejo.
pos	pos	Me
yo	yo	me
he	he	meto
~…	~…	y
nacido	nacío	adentro,
con	con	le
esto	esto	mató
~»	~»	un
~.	~.	borrejo,
[RISAS]	[RISAS]	sacaron
«~	«~	este
Pos	Pos	dominado.
nos	nos	Y
hacían	hacían	me
falta	falta	dijo,
lo	lo	es
menos	menos	la
siete	siete	bici,
o	o	quebre,
ocho	ocho	chillo,
matarifes	matarifes	aquí,
~»	~»	yo
~.	~.	te
Ya	Ya	quiero
verás	verás	escribo.
si	si	A
esto	esto	que
es	es	te
~,	~,	lo
si	si	pongo,
yo	yo	ven
te	te	con
digo	digo	usted
pa	pa	con
escribir	escribí	río.
un	un	Acá
libro	libro	van
~.	~.	a
«~	«~	un
Pruebe	Pruebe	se
usté	usté	mataron
a	a	41500
matar	matá	corderos,
un	un	no?
borrego	borrego	Te
~»	~»	estoy
~.	~.	hablando
Me	Me	ni
meto	meto	bien
ahí	ahí	en
adentro	adentro	el
~,	~,
le	le
mato	mato
al	al
borrego	borrego
~,	~,
se	se
agarra	agarra
el	el
tío	tío
a	a
mirar	mirar
el	el
borrego	borrego
~…	~…
Digo	Digo
~:	~:
«~	«~
~¡~	~¡~
La	La
Virgen	Virgen
~!	~!
¿~	¿~
Qué	Qué
habré	habré
hecho	hecho
yo	yo
aquí	aquí
~?	~?
~»	~»
~.	~.
[RISAS]	[RISAS]
Yo	Yo
~,	~,
si	si
era	era
un	un
crío	crío
~.	~.
Digo	Digo
~:	~:
«~	«~
Haga	Haga
usté	usté
el	el
favó	favó
~,	~,
venga	venga
usté	usté
conmigo	conmigo
~»	~»
~.	~.
[A-Inn]	[A-Inn]
se	se
mataban	mataban
cuatrocientos	cuatrocientos
y	y
quinientos	quinientos
corderos	corderos
~,	~,
que	que
no	no
te	te
estoy	estoy
hablando	hablando
ni	ni
de	de
diez	diez
ni	ni
de	de
quince	quince
~.	~.
