estandar	dialectal	whisper
Se	Se	se
hacía	hacía	había
en	en	entrado
trozos	trozos	en
~,	~,	el
al	al	último
otro	otro	día,
día	día	en
se	se	el
hacía	hacía	otro.
en	en	Y
trozos	trozos	después,
~,	~,	esos
y	y	protos
después	después	del
esos	esos	miatoquino,
trozos	trozos	del
tenían	tenían	miato
tocino	tocino	malo,
~,	~,	costilla,
tenían	tenían	loco,
magro	margo	y
~,	~,	eso,
costilla	costilla	pues,
~,	~,	se
lomo	lomo	llevaba
~.	~.	en
Y	Y	sal
eso	eso	y
~,	~,	lo
pues	pues	se
se	se	fue
adobaba	adobaba	grabado.
~,	~,	Después
se	se	de
~…	~…	esta
~,	~,	de
se	se	nada,
echaba	echaba	se
en	en	cortaba
sal	sal	a
y	y	que
~…	~…	se
~,	~,	oliera
y	y	y
luego	luego	con
se	se	eso
curaba	curaba	se
~.	~.	culaba.
Después	Después	Y
de	de	luego,
estar	estar	cuando
en	en	se
agua	agua	terminaba
de	de	a
sal	sal	la
~,	~,	leoria
[HS:E1	[HS:E1	después
		[Asent]			[Asent]	que
~.	~.	se
		]			]	había
pues	pues	sacado
se	se	de
colgaba	colgaba	esas
que	que	sal
se	se	y
oreara	oreara	de
~,	~,	sal,
y	y	pues
con	con	luego,
eso	eso	antes
se	se	había
curaba	curaba	hecho
y	y	chobito,
luego	luego	digamos,
cuando	cuando	lo
se	se	caniza.
terminaba	terminaba	Y
de	de	se
orear	orear	cortaba
~,	~,	en
después	después	un
que	que	trotito,
se	se	lo
había	había	mejor
sacao	sacao	así,
de	de	se
esa	esa	pregía,
sal	sal	y
y	y	luego,
de	de	se
esa	esa	me
agua	agua	dié
~,	~,	en
pues	pues	una
luego	luego	olla
~…	~…	que
antes	antes	se
se	se	le
había	había	caó
hecho	hecho	a
~…	~…	la
chorizos	chorizos	feina,
digamos	digamos	y
~,	~,	se
longaniza	longaniza	fue
~.	~.	cerrada,
[HS:E1	[HS:E1	por
		[Asent]			[Asent]	su
~.	~.	malión,
		]			]	y
Y	Y	luego,
se	se	se
cortaba	cortaba	iba
en	en
trocitos	trocitos
~,	~,
a	a
lo	lo
mejor	mejor
así	así
[G-Mst]	[G-Mst]
de	de
largos	largos
~.	~.
Se	Se
freía	freía
y	y
luego	luego
se	se
metía	metía
en	en
una	una
olla	olla
~,	~,
se	se
le	le
echaba	echaba
aceite	aceite
y	y
se	se
conservaba	conservaba
~…	~…
pues	pues
un	un
año	año
a	a
lo	lo
mejor	mejor
~.	~.
[HS:E1	[HS:E1
		Y			Y
~…	~…
		]			]
Luego	Luego
se	se
iba	iba
sacando	sacando
~…	~…
