estandar	dialectal	whisper
No	No	¡Muchas
~,	~,	chicas,
no	no	ahora
~,	~,	mejor
no	no	y
~.	~.	sabros
No	No	que
había	había	pasa!
problema	problema	La
~.	~.	gente
Hombre	Hombre	joven,
~,	~,	pues,
había	había	lo
problemas	problemas	mismo
como	como	es
hoy	hoy	hoy
~,	~,	que
muchas	muchas	lo
chicas	chicas	otro,
a	a	eso
lo	lo	es
mejor	mejor	pero
~,	~,	hoy
ya	ya	hay
sabes	sabes	más
lo	lo	cosas
que	que	para
pasa	pasa	tener
~,	~,	hijos
eh	eh	y
~…	~…	cosas.
la	la	Como
gente	gente	antiguamente
joven	joven	que
pues	pues	no
lo	lo	estaríamos
mismo	mismo	los
es	es
hoy	hoy
que	que
ay-	ay-
~,	~,
que	que
el	el
otro	otro
~…	~…
eso	eso
~,	~,
pero	pero
hoy	hoy
ya	ya
hay	hay
má-	má-
~,	~,
más	más
cosas	cosas
pa	pa
no	no
tener	tener
hijos	hijos
y	y
cosas	cosas
~.	~.
[RISAS]	[RISAS]
[Rndo:	[Rndo:
		No			No
es	es
como	como
antiguamente	antiguamente
que	que
no	no
teníamos	teníamos
esas	esas
cosas	cosas
~.	~.
		]			]
[RISAS]	[RISAS]
