estandar	dialectal	whisper
La	La	La
masa	masa	masa,
~,	~,	por
pues	pues	mí,
[OTRAS-EM]	[OTRAS-EM]	prácticamente
hombre	hombre	mis
~,	~,	padres
antiguamente	antiguamente	fueron
mis	mis	antepanaderos
padres	padres	y
fueron	fueron	entonces
antes	antes	los
panaderos	panaderos	tocó
y	y	de
al	al	hacer
~,	~,	lo
entoces	entoces	apúño,
nos	nos	me
tocó	tocó	echaba
de	de	apúño,
hacerlo	hacelo	venía
a	a	la
puño	puño	mollava
~.	~.	apúño,
AMasado	Masao	sabes,
a	a	y
puño	puño	viene
~,	~,	en
venga	venga	volveros
a	a	después
~…	~…	de
masarlo	masalo	que
a	a	le
puño	puño	hizo
~,	~,	la
¿~	¿~	masa
sabes	sabes	con
~?	~?	el
Y	Y	agua,
~…	~…	el
y	y	harina
bien	bien	y
envolverlo	envolvelo	la
~;	~;	sal
después	después	y
de	de	luego
que	que	ya
~,	~,	pues
hizo	hizo	hacen
la	la	los
masa	masa	panesitos
con	con	y
el	el	calentar
agua	agua	el
~,	~,	horno,
la	la	vinca
harina	harina	a
y	y	linte
la	la	con
sal	sal	ramas
y	y	y
luego	luego	jaras
ya	ya	y
pues	pues
se	se
hacen	hacen
los	los
panecitos	panecitos
y	y
calentar	calentar
el	el
a-	a-
~,	~,
el	el
horno	horno
bien	bien
caliente	caliente
con	con
ramas	ramas
y	y
jaras	jaras
y	y
ramos	ramos
~.	~.
