estandar	dialectal	whisper
Sí	Sí	Sí
~,	~,	había
habíalos	habíalos	los,
~,	~,	pero
pero	pero	no,
no	no	como
~,	~,	ahora
como	como	no,
ahora	ahora	porque
no	no	yo,
~,	~,	para
porque	porque	los
yo	yo	niñetes,
pa	pa	y
las	les	ellos
mis	mis	robó,
nietas	nietes	yo,
hice	hice	las
yo	yo	tantas
su	su	veces,
ropa	ropa	para
yo	yo	cuando
bastantes	bastantes	daba
veces	veces	una
~,	~,	escuela,
pa	pa	holita,
~,	~,	hay
pa	pa	que
cuando	cuando	hacerme
andaban	andaban	un
a	a	traja,
la	la	hay
escuela	escuela	que
~,	~,	hacerme
«~	«~	esto,
buelita	buelita	pero
~,	~,	antes
hay	hay	era
que	que	un
hacerme	hacerme	ropa
un	un	viejo
~…	~…	de
traje	traje	las
~,	~,	mujeres,
hay	hay	un
que	que	forzo
hacerme	hacerme	igual
esto	esto	sobre
~»	~»	este
~,	~,	hombre,
pero	pero	con
antes	antes	pantalón,
era	era	una
con	con	camiseta
ropa	ropa	en
~,	~,	la
ropa	ropa	chaqueta,
viejo	viejo	y
de	de	los
~…	~…	hombres
Las	Las	hubo
mujeres	mujeres	a
a	a	sermiste,
lo	lo	no
mejor	mejor	es
igual	igual	mejor
se	se	de
vestían	vestían	mujer,
de	de	pero,
hombre	hombre	de
~,	~,	otra
un	un	manera,
pantalón	pantalón	no,
~,	~,	así
una	una	como
camisa	camisa	estar
~,	~,	dinero,
una	una	una
chaqueta	chaqueta	es
y	y	niñetes
~,	~,	míes,
y	y	que
las	les	fueron
~|	~|	un
y	y	día
los	los	o
hombres	hombres	viedos,
igual	igual	y
se	se	fueron
vestían	vestían	a
a	a	una
lo	lo	almacena
mejor	mejor	comprar
de	de	género
mujer	mujer	para
~,	~,	hacer
pero	pero	los
de	de	trajes,
otra	otra	y
manera	manera	he
no	no	preguntó
~…	~…	ir
~,	~,	la
así	así	de
como	como	la
gastar	gastar	almacena,
dinero	dinero	la
~…	~…	de
Unas	Unes	la
nietas	nietes	tienda,
mías	míes	que,
que	que	cuando
fueron	fueron	es
un	un	metrosquería,
día	día	y
a	a	dije,
Oviedo	Oviedo	o
y	y	ella,
dijeron	dijeron	quiero
~,	~,	100
fueron	fueron	metros,
a	a	ella
un	un	todo
almacén	almacén	separada,
a	a	y
comprar	comprar	se
género	género	ha
pa	pa	comozado
hacer	hacer	a
los	los	100
trajes	trajes	metros,
y	y	y
preguntó	preguntó	de
la	la	eso
del	del	no
almacén	almacén	son
~,	~,	un
la	la	montón
de	de	de
la	la	ellos,
tienda	tienda	ya
que	que	que
cuántos	cuántos	ha
metros	metros	tenido
quería	quería	un
y	y	targe
dijo	dijo	para
ella	ella	cada
~:	~:	una,
«~	«~	y
Quiero	Quiero	he
cien	cien	hecho
metros	metros	muy
~»	~»	la
~,	~,	cuenta,
ella	ella	y
quedóse	quedóse	100
parada	parada	metros
y	y	tenemos
decía	decía	que
~:	~:	llevar,
«~	«~	pero
Cómo	Cómo	ahora,
cien	cien	yo
metros	metros	aquí
~»	~»	ahora
~,	~,	con
y	y	él,
decía	decía	los
~:	~:	niños
«~	«~	pequeños,
Somos	Somos	todavía
un	un	no
montón	montón	se
de	de	visten,
~,	~,	y
de	de	cuando
ellos	ellos	había
y	y	escuela,
hay	hay	ahora
que	que	vayan
hacer	hacer	a
un	un	una
traje	traje	escuela
pa	pa	tampoco,
cada	cada	porque
una	una	no
y	y	hay
echamos	echamos	niños,
la	la	a
cuenta	cuenta	que
y	y	no
cien	cien	hay
metros	metros	un
tenemos	tenemos	niño,
que	que	hay
llevar	llevar	tres
~»	~»	niños,
~.	~.	y
Pero	Pero	no
no	no	tengo
~,	~,	una
ahora	ahora	más,
~,	~,	porque
yo	yo	no
aquí	aquí	están
ahora	ahora	en
los	los	las
nenos	nenos	escuelas,
~,	~,	la
los	los	escuela
niñinos	niñinos	de
pequeños	pequeños	la
todavía	todavía	tienda
se	se	hecha
visten	visten	de
y	y	aépoco,
cuando	cuando	pocos
bía	bía	años
escuela	escuela	que
~,	~,	le
ahora	ahora	hicieron,
no	no	nos
hay	hay	esperaba
escuela	escuela	grande
tampoco	tampoco	que
~,	~,	verde
porque	porque	que
no	no	haya
hay	hay	mi
niños	niños	perriba,
~,	~,	y
los	los	esos
niños	niños	de
ya	ya	nosotros
~,	~,	vieron
aquí	aquí	con
no	no	un
hay	hay	taso
~,	~,	de
hay	hay	buscados,
tres	tres	para
niños	niños	llevados
en	en	a
el	el	la
pueblo	pueblo	billoria
na	na	al
más	más	colegio,
~,	~,	y
porque	porque	a
~…	~…	traelos,
Y	Y	y
~,	~,	ahora
y	y	sí
no	no	visten
están	están	a
en	en	la
la	la	escuela,
escuela	escuela	pero
~,	~,	la
la	la	que
escuela	escuela	vayan
está	está	a
recién	recién
hecha	hecha
de	de
hay	hay
poco	poco
~,	~,
pocos	pocos
años	años
que	que
la	la
hicieron	hicieron
~,	~,
una	una
escuela	escuela
grande	grande
qu-	qu-
~,	~,
verde	verde
que	que
hay	hay
ahí	ahí
pa	pa
arriba	arriba
~.	~.
Y	Y
~…	~…
~,	~,
y	y
eso	eso
ya	ya
nos	nos
viene	viene
un	un
taxi	taxi
a	a
buscarlos	buscalos
pa	pa
llevarlos	llevalos
a	a
Villoria	Villoria
al	al
colegio	colegio
y	y
a	a
~,	~,
y	y
a	a
traerlos	traelos
~.	~.
Y	Y
ahora	ahora
sí	sí
~,	~,
vístense	vístense
allí	allí
en	en
la	la
escuela	escuela
~,	~,
pero	pero
~,	~,
pero	pero
aquí	aquí
ahora	ahora
nadie	nadie
~.	~.
