estandar	dialectal	whisper
Porque	Porque	porque
le	le	le
salía	salía	salía
del	del	del
alma	alma	arma,
~.	~.	bueno,
[RISAS]	[RISAS]	no
Por	Por	decía
no	no	otra
decir	decir	cosa.
otra	otra	Nosotros
cosa	cosa	teníamos
~.	~.	garbanzo
Nosotros	Nosotros	porque
teníamos	teníamos	mi
garbanzos	garbanzos	abuelo
~,	~,	tenía
porque	porque	un
mi	mi	rancito
abuelo	abuelo	mal
tenía	tenía	leo
un	un	y
ranchito	ranchito	se
más	más	los
lejos	lejos	sembraba
y	y	un
se	se	hombre
lo	lo	y
sembraba	sembraba	se
un	un	le
hombre	hombre	daba,
y	y	eran
ese	ese	los
le	le	sembraban
daba	daba	a
~,	~,	media
eran	eran	y
~,	~,	le
lo	lo	daba
sembraban	sembraban	los
a	a	garbanzos,
medias	medias	bueno
y	y	pues
le	le	nosotros
daba	daba	teníamos
los	los	la
garbanzos	garbanzos	mía
tiernos	tiernos	un
~.	~.	guiestaco
Bueno	Bueno	de
~,	~,	garbanzo
pues	pues	y
nosotros	nosotros	llegaba
teníamos	teníamos	a
a	a	la
lo	lo	fiscalía
mejón	mejón	y
diez	diez	decía
sacos	sacos	que
de	de	no
garbanzos	garbanzos	decía
y	y	mi
llegaba	llegaba	abuelo,
la	la	si
Fiscalía	Fiscalía	esto
y	y	lo
decía	decía	tengo
que	que	yo,
no	no	para
~,	~,	mí
que	que	yo
decía	decía	lo
mi	mi	tengo
abuelo	abuelo	porque
~:	~:	a
«~	«~	la
Si	Si	mía
eso	eso	un
lo	lo	pasta
tengo	tengo	un
yo	yo	hombre
pa	pa	y
mí	mí	yo
~.	~.	le
Yo	Yo	do
lo	lo	un
tengo	tengo	botas
porque	porque	de
~,	~,	garbanzo
a	a	y
lo	lo	le
mejón	mejón	salía,
~,	~,	y
pasa	pasa	ustedes
un	un	son
hombre	hombre	muy
~,	~,	generosos
y	y	y
yo	yo	nos
le	le	quitaba
pongo	pongo	los
un	un	garbanzos
potaje	potaje	y
de	de	esto
garbanzos	garbanzos	lo
y	y	llevaba
le	le	a
saco	saco	los
~»	~»	confiscaba
~.	~.	que
«~	«~	tú
Ustedes	Ustedes	no
son	son	podías
muy	muy	tener
generosos	generosos	y
~»	~»	el
~,	~,	pan
y	y	esto
nos	nos	no
quitaban	quitaban	costa
los	los	malas
garbanzos	garbanzos	llegaban
y	y	a
se	se	ver
los	los	si
llevaban	llevaban	tú
~,	~,	de
los	los	alquí
confiscaban	confiscaban	de
~,	~,	el
que	que	pan
tú	tú	y
no	no	tú
podías	podías	no
tener	tené	podías
~;	~;	moler
y	y	el
el	el	trigo,
pan	pan	no
~,	~,	podías,
eso	eso	porque
era	era	todos
una	una	los
cosa	cosa	llevaban
mala	mala	a
~.	~.	ellos,
Llegaban	Llegaban	pero
a	a	eso
veces	veces	no
~,	~,	era
tú	tú	el
te	te	gobierno,
hacías	hacías	ahora
el	el	los
pan	pan	sinverguentas
y	y	que
tú	tú	había
no	no	dentro
podías	podías	del
moler	moler	gobierno,
el	el	porque
trigo	trigo	así
~,	~,	había
no	no	guardia
podías	podías	aquí
~,	~,	y
porque	porque	le
todo	todo	tenía
lo	lo	que
