estandar	dialectal	whisper
|T15|	|T15|	llegamos
Llegaba	Llegaba	a
la	la	las
feria	feria	ferias
~,	~,	que
que	que	el
es	es	único
lo	lo	que
único	único	había,
que	que	una
había	había	feria
~,	~,	y
una	una	la
feria	feria	feriana,
~,	~,	cuatro
y	y	muertes
la	la	por
feria	feria	ahí,
na	na	cuatro
~,	~,	puestos
cuatro	cuatro	que
vueltas	vueltas	ponían
por	por	y
ahí	ahí	dos
~,	~,	casetas
cuatro	cuatro	y
puestos	puestos	ya
que	que	casi
ponían	ponían	tenía
~,	~,	dinero
y	y	para
~…	~…	ir
dos	dos	y
o	o	tomar
tres	tres	un
casetas	casetas	café
~…	~…	y
Y	Y	va
ya	ya	y
está	está	si
~,	~,	no
si	si	tenía
tenías	tenías	dinero
dinero	dinero	te
para	para	montaba
irte	irte	y
a	a	te
tomar	tomar	podía
un	un	llamarando
café	café	a
ibas	ibas	las
~,	~,	casetas
y	y	a
si	si	ver
no	no	pero
tenías	tenías	hice
dinero	dinero	la
te	te	credencia
aguantabas	aguantabas	de
~,	~,	nadie
y	y	y
te	te
p-	p-
~,	~,
ponías	ponías
en	en
la	la
baranda	baranda
de	de
las	las
casetas	casetas
a	a
ver	ver
de	de
bailar	bailar
a	a
los	los
demás	demás
~.	~.
