estandar	dialectal	whisper
La	La	Aquí
de	de	se
antes	antes	hacía
~,	~,	una
aquí	aquí	que
s'hacía	s'hacía	la
una	una	patora
~…	~…	Santa
~,	~,	Guerra
que	que	de
es	es	Acelicia,
la	la	Santa
patrona	patrona	Guerra,
~;	~;	que
santa	santa	era
Águeda	Águeda	la
que	que	encambia
le	le	o
dicían	dicían	la
~,	~,	la
santa	santa	hacen
Águeda	Águeda	el
~.	~.	domingo
Que	Que	rosario
es	es	y
la	la	después
que	que	bien
se	se	esta,
ha	ha	que
~|	~|	esta
Y	Y	la
ahora	ara	más
la	la	fuerte
han	han	porque
cambiado	cambiao	machen
y	y	a
ahora	ara	un
la	la	harmonio
~,	~,	del
la	la
~,	~,
la	la
hacen	hacen
el	el
domingo	domingo
el	el
rosario	rosario
~,	~,
[HS:E3	[HS:E3
		[Asent]			[Asent]
~.	~.
		]			]
y	y
después	después
viene	viene
esta	esta
~,	~,
san	san
Marcos	Marcos
~,	~,
que	que
esta	esta
es	es
la	la
más	más
fuerte	fuerte
porque	porque
la	la
hacen	hacen
en	en
el	el
~,	~,
en	en
el	el
campo	campo
~.	~.
[HS:E3	[HS:E3
		¿~			¿~
Y	Y
qué	qué
~,	~,
		]			]
