estandar	dialectal	whisper
Pues	Pues	Pues
ir	ir	si
al	al	él
lavadero	lavadero	va
otra	otra	a
vez	vez	ver
[HS:E1	[HS:E1	otra
		[Asent]			[Asent]	vez,
~.	~.	que
		]			]	darle
y	y	una
darle	darle	pasada
una	una	de
pasada	pasada	jabón
de	de	y
jabón	jabón	a
ya	ya	mano
a	a	y
mano	mano	atlarla
y	y	y
aclararla	aclararla	esta
~,	~,	y
limp-	limp-	tenderla
~,	~,	no
y	y	podá
ya	ya	dar
está	está	la
~.	~.	culete
Y	Y	hacia
tenderla	tenderla	él,
~,	~,	luego
luego	luego	ahí
dar	dar	él
al	al	ocurre
azulete	azulete	y
~,	~,	a
aquello	aquello	no
~…	~…	va.
allí	allí	Sí,
~,	~,	eso
¿~	¿~	a
cómo	cómo	gusto
se	se	de
llamaba	llamaba	cada
~?	~?	uno,
Sí	Sí	si
~,	~,	querías
eso	eso	un
a	a	nuevo
gusto	gusto	momento,
de	de	pero
cada	cada	es
una	una	un
~,	~,	momento
si	si	poco.
querías	querías	Y
más	más	entonces
o	o	la
menos	menos	vida
~,	~,	requerió
pero	pero	a
generalmente	generalmente	los
pues	pues	mujeres.
poco	poco	Sí,
~.	~.	sí,
Tú	Tú	sí,
sabes	sabes	a
la	la	las
vida	vida	todas
que	que	vivas.
llevaban	llevaban	Ok,
las	las	bien,
mujeres	mujeres	el
~.	~.	mélo
[HS:E1	[HS:E1	Metaco
		[Asent]			[Asent]
~.	~.
		]			]
Sí	Sí
~,	~,
sí	sí
~,	~,
sí	sí
~,	~,
arrasadas	arrasadas
vivas	vivas
~.	~.
Como	Como
yo	yo
~,	~,
a	a
mí	mí
no	no
me	me
tocó	tocó
eso	eso
~,	~,
pero	pero
me	me
tocó	tocó
otras	otras
cosas	cosas
~,	~,
que	que
cosía	cosía
la	la
costura	costura
y	y
me	me
pasaba	pasaba
las	las
noches	noches
cosiendo	cosiendo
~.	~.
