estandar	dialectal	whisper
Subí	Subí	subí
dieciséis	dieciséis	ya
años	años	16
~…	~…	años
pa	pa	para
Canfranc	Canfranc	camfran
con	con	con
las	las	las
~,	~,	vacas
con	con	y
las	las	así
vacas	vacas	guardar
y	y	de
las	las	Daki.
yeguas	yeguas	Una
de-	de-	noche
~,	~,	de
desde	desde	Daki
aquí	aquí	esta
~.	~.	villanúa,
Una	Una	se
noche	noche	ve
desde	desde	una
aquí	aquí	visión
hasta	hasta	de
Villanúa	Villanúa	esta
~.	~.	villanúa,
¿~	¿~	se
Sabéis	Sabís	ve
dónde	dónde	esto
está	está	por
Villanúa	Villanúa	allá,
~?	~?	encima
Si	Si	de
habéis	habéis	Jaka.
estado	estado	Una
por	por	noche
allá	allá	a
~…	~…	esta
~,	~,	villanúa
[HS:E1	[HS:E1	y
		No			No	al
~,	~,	día
todavía	todavía	siguiente
no	no	la
~.	~.	día
		]			]	está
encima	encima	a
de	de	Canal
Jaca	Jaca	Roya
~.	~.	arriba
Encima	Encima	o
de	de	Kandanchu,
Jaca	Jaca	a
~.	~.	la
Una	Una	arriba
noche	noche	de
hasta	hasta	todo,
Villanúa	Villanúa	dordillas
y	y	de
al	al	Daki.
día	día	Mal
siguiente	siguiente	escalfas
de	de	completan
allí	allí	mal,
hasta	hasta	mal
~…	~…	escalfas.
~,	~,	En
hasta	hasta	ya
Canal_Roya	Canal_Roya	LEDs
~,	~,	y
arriba	arriba	voy
~,	~,	de
o	o	esa
Candanchú	Candanchú	melhor
~,	~,	semaine
[HS:E1	[HS:E1	para
		Sí			Sí	mi
~.	~.	prolonged期,
		]			]	pero
o	o	este
arriba	arriba	la
de	de	carrotsate
to	to	miles
~,	~,	rapidamente
dos	dos	pausos,
días	días	les
desde	desde	of
aquí	aquí	shipzigos
~.	~.	para
Pues	Pues	roubarpause
~…	~…	en
mal	mal	las
calzaos	calzaos	blissedas
completamente	completamente	conδifieños
~.	~.	de
[HS:I2	[HS:I2	asam
		Mal			Mal	burba.
~,	~,	La
hombre	hombre	una
~.	~.	es
		]			]	laoryaba
Mal	Mal	delading
calzaos	calzaos	gou거
~.	~.	con
[HS:I2	[HS:I2	suijeras.
		Que			Que	Pero
no	no	para
se	se
podía	podía
~.	~.
		]			]
Lo	Lo
que	que
pasa	pasa
que	que
~,	~,
¿~	¿~
qué	qué
dices	dices
~?	~?
