estandar	dialectal	whisper
[RISA]	[RISA]	la
No	No	más
~,	~,	dahil?,
no	no	el
~,	~,	LUNA
no	no	y
~,	~,	yo
no	no	no
es	es	me
~…	~…	leidió...
~,	~,	mi
no	no	spalio
sé	sé	gustillo
~.	~.	eh,
[OTRAS-EM]	[OTRAS-EM]	cuando
Lo	Lo	había
de	de	que
las	las	που
lunas	lunas	terribly,
yo	yo	y
he	he	cuando
leído	leído	había
~…	~…	que
~,	~,	killed
aquí	aquí	si
antes	antes	no
uy	uy	había
~,	~,	que
uy	uy	matar
~,	~,	los
uy	uy	asero
~,	~,	o
uy	uy	resemb
~,	~,	trabajando
cuando	cuando	el
yo	yo	dahil
~,	~,	mi
mi	mi	empocalidad
padre	padre	y
y	y	bien
mis	mis	estáre
tíos	tíos	pero
y	y	yo
~…	~…	no
[OTRAS-EM]	[OTRAS-EM]	lago
cuando	cuando	el
había	había	hilo
que	que	que
sembrar	sembrar	no
o	o	es
~…	~…	la
~,	~,	LANU
se	se	la
miraba	miraba	LANU
~,	~,	no
y	y	es
cuando	cuando	THAT
había	había	LO
que	que	QUE
matar	matar	MIHI
los	los	no
cerdos	cerdos	el
~,	~,	iba
[OTRAS-EM]	[OTRAS-EM]	a
pa	pa	ser
algunas	algunas	porque
cosas	cosas	lo
~,	~,	sí
casi	casi	Lo
todo	todo	que
en	en	pasa
mengua	mengua	es
~,	~,	que
pero	pero	cuando
~…	~…	la
otras	otras	luna
cosas	cosas	se
en	en	vende
creciente	creciente	a
~.	~.	cisterno
Siempre	Siempre	luna,
~…	~…	las
~,	~,	morsollaisas
pero	pero	de
yo	yo	un
lue-	lue-
~,	~,
luego	luego
he	he
leído	leído
que	que
~,	~,
que	que
no	no
es	es
la	la
luna	luna
~,	~,
[HS:E1	[HS:E1
		Sí			Sí
~.	~.
		]			]
la	la
luna	luna
no	no
hace	hace
nada	nada
~,	~,
lo	lo
que	que
pasa	pasa
es	es
que	que
cuando	cuando
la	la
luna	luna
~,	~,
se	se
ve	ve
en	en
qué	qué
fase	fase
está	está
la	la
luna	luna
~,	~,
la	la
atmósfera	atmósfera
está	está
de	de
una	una
forma	forma
o	o
está	está
de	de
otra	otra
~.	~.
