estandar	dialectal	whisper
Luego	Luego	Luego
se	se	se
queda	queda	queda
blanco	blanco	blanco,
~…	~…	mira
Mira	Mira	que
~,	~,	esto
con	con	es
~…	~…	del
~,	~,	año
mira	mira	pasado.
~,	~,	Y
que	que	ya
esto	esto	como
es	es	esto
del	del	no
año	año	sea
pasado	pasao	que
~.	~.	este
Y	Y	rancio,
ya	ya	pues
como	como	ya
esto	esto	esto
no	no	para
sea	sea	hacer
que	que	jabón
esté	esté	o...
rancio	rancio	o
~,	~,
pues	pues
ya	ya
esto	esto
para	para
hacer	hacer
jabón	jabón
o	o
~…	~…
~,	~,
o	o
pa	pa
tirarlo	tirarlo
~.	~.
