estandar	dialectal	whisper
Pues	Pues	Yo,
yo	yo	para
pa	pa	el
llenar	llenar	inalocimiento,
los	los	me
chorizos	chorizos	ponía
me	me	en
ponía	ponía	el
en	en	estrecho
el	el	y
estrecho	estrecho	lo
y	y	que
otro	otro	me
le	le	daba
daba	daba	la
a	a	mamá
la	la	ni
manecilla	manecilla	cida.
~.	~.	Y
Y	Y	me
mandé	mandé	andé
a	a	al
mi	mi	mi
hija	hija	jamayo,
mayor	mayor	que
~,	~,	ni
que	que	había
ni	ni	cuáles
había	había	corrientes
agua	agua	ni
corriente	corriente	había
ni	ni	nada.
había	había	Teníamos
nada	nada	encadrido
~,	~,	de
teníamos	teníamos	agua
un	un	y
caldero	caldero	era
de	de	un
agua	agua	mal.
~,	~,	Habéis
era	era	visto
un	un	los
[A-PIn:	[A-PIn:	ores
		hogar			hogar	de
		]			]	antes,
~.	~.
¿~	¿~
Habís	Habís
visto	visto
los	los
hogares	hogares
de	de
antes	antes
~?	~?
Tampoco	Tampoco
~.	~.
