estandar	dialectal	whisper
|T13|	|T13|	Yo
Pos	Pos	cuando
yo	yo	tenía
cuando	cuando	8
tenía	tenía	años
ocho	ocho	que
años	años	me
~…	~…	llorían
~,	~,	de
que	que	aas,
podía	podía	mi
que	que	padre
~,	~,	estaba
que	que	trabajando
medio	medio	en
podía	podía	las
andar	andá	minas.
~,	~,	Y
mi	mi	un
padre	padre	porrazo
estaba	estaba	espillaron
trabajando	trabajando	tres
en	en	racones
las	las	de
minas	minas	la
~,	~,	cabeza
pilló	pilló	y
un	un	le
porrazo	porrazo	dio
pillaron	pillaron	tres
tres	tres	puertas
vagones	vagones	y
de	de	le
la	la	hice
cabeza	cabeza	las
y	y	costillas
le	le	por
dio	dio	las
tres	tres	asas.
vueltas	vueltas	Mi
y	y	hermano
le	le	tenía
hizo	hizo	10
las	las	años
costillas	costillas	y
pedazos	pedazos	yo
~,	~,	tenía
mi	mi	8
hermano	hermano	años.
tenía	tenía	Y
diez	diez	nos
años	años	fuimos
y	y	al
yo	yo	bicicario
tenía	tenía	por
ocho	ocho	desnestalcer
años	años	la
~,	~,	virgen
y	y	a
nos	nos	cojar
fuimos	fuimos	el
al	al	esparto.
vicario	vicario	Y
por	por	estuvimos
do-	do-	allí
~,	~,	un
donde	donde	mes
está	está	cogiendo
el	el	esparto.
cerro	cerro	A
la	la	mí
virgen	virgen	me
~,	~,	se
[R-Mcr]	[R-Mcr]	pusieron
a	a	las
coger	coger	manos
esparto	esparto	de
~,	~,	un
y	y	mieros,
estuvimos	estuvimos	de
allí	allí	pupas
un	un	que
mes	mes	nadie
cogiendo	cogiendo	pudieron
esparto	esparto	tocarme.
~,	~,	Que
a	a	no
mí	mí	estaba
me	me	costando
se	se	gracellos,
pusieron	pusieron	la
las	las	carne
manos	manos	tan
de	de	quena.
uñeros	uñeros	Y
~,	~,	lo
de	de	vinimos
pupas	pupas	a
que	que	sacar
no	no	a
había	había	cojar
por	por	a
donde	donde	cortar
tocarme	tocarme	la
~,	~,	coca
yo	yo	al
no	no	banco.
estaba	estaba	Y
acostumbrada	acostumbrá	tu
a	a	eso.
aquello	aquello
~,	~,
la	la
carne	carne
tan	tan
tierna	tierna
~¡~	~¡~
y	y
nos	nos
vinimos	vinimos
~!	~!
		]			]
pos	pos
a	a
segar	segá
~,	~,
[RESPIR]	[RESPIR]
a	a
coger	coger
~…	~…
~,	~,
a	a
~,	~,
a	a
cortar	cortar
la	la
~…	~…
~,	~,
los	los
garbanzos	garbanzos
~,	~,
y	y
to	to
eso	eso
~.	~.
