estandar	dialectal	whisper
No	No	Son
~,	~,	bruños
eso	eso	Το
es	es
cortado	cortao
~,	~,
eso	eso
es	es
blonda	blonda
y	y
todas	todas
estas	estas
pijadillas	pijadillas
de	de
por	por
aquí	aquí
~,	~,
todo	todo
~,	~,
todo	todo
~.	~.
Como	Como
ahora	ahora
no	no
hago	hago
casi	casi
coser	coser
~,	~,
pues	pues
~…	~…
ahora	ahora
ganchillo	ganchillo
hago	hago
mucho	mucho
~,	~,
y	y
jerséis	jerséis
y	y
todo	todo
~.	~.
Les	Les
he	he
hecho	hecho
muchos	muchos
jerséis	jerséis
a	a
estas	estas
crías	crías
~.	~.
