estandar	dialectal	whisper
Pues	Pues	Si
[A-Inn]	[A-Inn]	es
tiene	tiene	un
casi	casi	caso
un	un	un
mes	mes	mes,
~,	~,	hay
hay	hay	que
que	que	menearlo
menearlo	menearlo	para
pa	pa	realmente
que	que	y
fermente	fermente	después
y	y	ya
después	después	cuando
~,	~,	se
ya	ya	va
cuando	cuando	sentando
fermenta	fermenta	abajo,
~,	~,	todo
se	se	lo
va	va	feo
asentando	asentando	y
abajo	abajo	el
~,	~,	vino
to	to	se
lo	lo	va
feo	feo	quedando
y	y	arriba
el	el	de
vino	vino
se	se
va	va
quedando	quedando
arriba	arriba
ya	ya
limpio	limpio
~.	~.
