estandar	dialectal	whisper
Sí	Sí	y
~,	~,	el
[V-Sml]	[V-Sml]	hombre
hombre	hombre	le
~,	~,	pone,
le	le	le
pone	pone	pone
~,	~,	el
le	le	manto
pone	pone	sobre
el	el	eso.
manto	manto	Y
sobre	sobre	ella
~,	~,	es
sobre	sobre	la
el	el	cabeza.
hombro	hombro	Es
[HS:E1	[HS:E1	una
		¿~			¿~	cosa
A	A	que
quién	quién	por
[A-Inn]	[A-Inn]	eso
~?	~?	yo
		]			]	creo
y	y	que
a	a	lo
ella	ella	hago
~,	~,	un
y	y	sueño
a	a	a
ella	ella	esto,
sobre	sobre	con
la	la	un
cabeza	cabeza	manto
~.	~.	es
[HS:E1	[HS:E1	y
		¿~			¿~	le
A	A	pone
él	él	por
~?	~?	la
		]			]	cabeza
Es	Es	y
un	un	no
~,	~,	por
es	es	una.
un	un	Y
~…	~…	a
~,	~,	él,
una	una	por
cosa	cosa	los
que	que
pone	pone
el	el
señor	señor
cura	cura
~,	~,
¿~	¿~
cómo	cómo
se	se
llama	llama
esto	esto
~?	~?
~,	~,
como	como
~…	~…
~,	~,
como	como
un	un
manto	manto
es	es
~.	~.
[HS:I2	[HS:I2
		Un			Un
manto	manto
~.	~.
		]			]
Y	Y
le	le
pone	pone
por	por
la	la
cabeza	cabeza
a	a
ella	ella
[HS:I2	[HS:I2
		[A-PIn:			[A-PIn:
		A			A
mí	mí
no	no
me	me
pone	pone
nada	nada
		]			]
~.	~.
		]			]
y	y
a	a
él	él
por	por
los	los
hombros	hombros
~.	~.
