estandar	dialectal	whisper
sí	sí	Sí,
~,	~,	para
pa	pa	que
que	que	chupé
chupe	chupe	de
de	de	abajo
abajo	abajo	y
y	y	chupé
chupe	chupe	de
de	de	arriba.
arriba	arriba	Y
~;	~;	luego,
y	y	cuando
luego	luego	eso
~,	~,	les
cuando	cuando	pone
eso	eso	una
~,	~,	tabla
les	les	encima,
pones	pones	la
una	una	tabla
tabla	tabla	rubbera
encima	encima	estatística
~,	~,	para
todavía	toavía	linear,
están	están	para
por	por	que
ahí	ahí	estar
~;	~;	en
mira	mira	tablas
~,	~,	nuestros
hasta	hasta
las	las
tablas	tablas
de	de
los	los
jamones	jamones
tengo	tengo
por	por
aquí	aquí
~.	~.
