estandar	dialectal	whisper
Yo	Yo	Yo
no	no	no
sé	sé	sé
por	por	por
qué	qué	qué
se	se	es
estropean	estropean	esto
~,	~,	que
que	que	se
se	se	perdían,
perdían	perdían	vaya,
~,	~,	que
~¡~	~¡~	no
vaya	vaya	estaba
~!	~!	sacando
~,	~,	y
que	que	no...
no	no	porque
~,	~,	llamaban
[A-Inn]	[A-Inn]	que
aquello	aquello	a
y	y	mí
no	no	que
~…	~…	saca
~,	~,	la
porque	porque	gota
llamaban	llamaban	que
~,	~,	llamaban,
que	que	dejen
había	había	del
que	que	juego
sacar	sacar	de
y	y	los
la	la	jamones,
gota	gota	había
que	que	que
llamaban	llamaban	estar
~,	~,	allí
del	del	apretando,
~,	~,	pues
del	del	acá
~,	~,	hay
del	del	la
juego	juego	gota
de	de	que
los	los	llamaban,
~…	~…	pero
~,	~,	uno
de	de	salaba
los	los	y
jamones	jamones	otros
~,	~,	no
había	había	salaba.
que	que	Y
atar	atar	luego
ahí	ahí	ya
apretando	apretando	hayas
pa	pa	que
sacar	sacar	casi
[A-PIn:	[A-PIn:	la
		ye			ye	mayor
		]			]	parte
la	la	de
gota	gota	la
que	que	gente
llamaban	llamaban	por
~,	~,	cojanador
pero	pero	o
unos	unos	embutilla,
salaban	salaban	a
y	y	chorizos.
otros	otros	Y
no	no	así
salaban	salaban	en
[HS:E1	[HS:E1	la
		[Asent]			[Asent]	mataja,
~.	~.	a
		]			]	huere
y	y	la
luego	luego	mataza,
ya	ya	ahora
casi	casi	ya
la	la	en...
mayor	mayor	¿O
~,	~,	si?
mayor	mayor	¿Dónde
parte	parte
de	de
la	la
gente	gente
pa'l	pa'l
congelador	congelador
o	o
embutir	embutir
~,	~,
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
pa	pa
~…	~…
chorizos	chorizos
~.	~.
Y	Y
así	así
es	es
la	la
matanza	matanza
~,	~,
o	o
era	era
la	la
matanza	matanza
~,	~,
ahora	ahora
ya	ya
nada	nada
~.	~.
¿~	¿~
Ustedes	Ustedes
de	de
dónde	dónde
son	son
~?	~?
