estandar	dialectal	whisper
Pues	Pues	se
la	la	se
lana	lana	burrica
de	de	y
las	las	la
ovejas	ovejas	luna
~,	~,	de
las	las	las
~,	~,	ovejadas
las	las	se
~,	~,	esquilan
se	se	por
esquilan	esquilan	San
por	por	Pedro,
san	san	nadie
Pedro	Pedro	sal
~,	~,	año,
una	una	la
vez	vez	lana
al	al	antes
año	año	se
~.	~.	vendía.
Y	Y	Minute
la	la	a
lana	lana	echoo
antes	antes	las
se	se
vendía	vendía
a	a
~,	~,
a	a
~,	~,
a	a
~…	~…
¿~	¿~
qué	qué
te	te
diría	diría
yo	yo
~?	~?
~,	~,
pues	pues
a	a
unos	unos
señores	señores
que	que
venían	venían
por	por
ahí	ahí
que	que
se	se
llamaban	llamaban
pellejeros	pellejeros
~,	~,
pellejeros	pellejeros
que	que
compraban	compraban
pieles	pieles
~.	~.
Y	Y
si	si
no	no
~…	~…
se	se
vendía	vendía
~.	~.
