estandar	dialectal	whisper
En	En	El
los	los	dosis
dos	dos	sí
sitios	sitios	sí
~,	~,	sí,
sí	sí	la
~,	~,	no
sí	sí	sería
~,	~,	buena
sí	sí	pero
~.	~.	una
La	La	mayor
~…	~…	parte
no	no	de
serían	serían	la
buenas	buenas	gente
pero	pero	que
~,	~,	se
una	una	trala
mayor	mayor	la
parte	parte	daba
de	de	tenía
la	la	casa
gente	gente	la
que	que	daba
se	se	parte.
trasladaba	trasladaba	Lo
~,	~,	que
tenía	tenía	ha
casa	casa	pasado
en	en	que
las	las	después
dos	dos	de
partes	partes	una
~.	~.	época
Lo	Lo	que
que	que	prontera
pasado	pasado	llevándonos,
es	es	la
que	que	gente
después	después	después
hubo	hubo	se
una	una	dio
época	época	cuenta
que	que	que
Frontera	Frontera	esos
se	se	pavas
abandonó	abandonó	de
~.	~.	arriba
La	La	no,
gente	gente	la
después	después	gente
se	se	de
dio	dio	va
cuenta	cuenta	al
que	que	vez
eso	eso	de
pa	pa	por
abajo	abajo	lo
y	y	menos
pa	pa	vendieron
arriba	arriba	casi
no	no	todo
~…	~…	lo
La	La	que
gente	gente	tenía
de	de	abajo,
Valverde	Valverde	al
por	por	pinar
lo	lo	también
menos	menos	y
vendieron	vendieron	ahora
casi	casi	y
todo	todo	sanandrés
lo	lo	se
que	que	aguantó
tenían	tenían	más,
abajo	abajo	entonces
~.	~.	ahora
El	El	hay
Pinar	Pinar	una
~,	~,	parte
también	también	de
~.	~.	vecinos,
Isora	Isora	no
y	y	muchos
San_Andrés	San_Andrés	hubieron
se	se	más
aguantó	aguantó	que
más	más	los
~.	~.	que
Entonces	Entonces	en
ahora	ahora	este
hay	hay	momento,
una	una	de
parte	parte	vecinos
de	de	de
vecinos	vecinos	aquí,
~,	~,	este
no	no	pueblo
muchos	muchos	viviendo
~,	~,	abajo
hubieron	hubieron	y
más	más	sanandrés,
que	que	la
los	los	gente
que	que	mayor,
hay	hay	todos
en	en	van
este	este	a
momento	momento	parar
~,	~,	a
de	de	los
vecinos	vecinos	ganeillos,
de	de	terminan
aquí	aquí	su
de	de	vida
este	este	abajo,
pueblo	pueblo	hasta
viviendo	viviendo	que
abajo	abajo	se
~.	~.	estavi
Y	Y	lisan
San_Andrés	San_Andrés	a
~,	~,
la	la
gente	gente
mayor	mayor
~,	~,
todos	todos
van	van
a	a
parar	parar
a	a
Los_Llanillos	Los_Llanillos
~,	~,
terminan	terminan
su	su
vida	vida
abajo	abajo
~,	~,
entonces	entonces
~…	~…
se	se
~,	~,
se	se
estabilizan	estabilizan
abajo	abajo
~.	~.
