estandar	dialectal	whisper
Pos	Pos	Creo
creo	creo	que
que	que	tendría
tendría	tendría	algo
albúmina	albúmina	de
~,	~,	alguna
algo	algo	cosa
de	de	de
albúmina	albúmina	esas.
o	o	Y
cosa	cosa	claro,
de	de	tendría
esas	esas	que
y	y	ver
~,	~,	todo
claro	claro	régime.
~,	~,	Y
tendría	tendría	como
que	que	antes
haber	haber	me
estao	estao	hacía
a	a	un
régimen	régimen	análisis
~.	~.	de
Y	Y	pesadre
como	como	y
antes	antes	me
no	no	he
hacían	hacían	hecho,
análisis	análisis
de	de
sangre	sangre
ni	ni
de	de
eso	eso
~,	~,
pues	pues
~…	~…
