estandar	dialectal	whisper
Con-	Con-	como
~,	~,	se
se	se	congela,
congela	congela	luego
~,	~,	los
y	y	sacas
luego	luego	cuando
lo	lo	estén
sacas	sacas	en
cuando	cuando	la
te	te	gana.
da	da	Y
la	la	mortillo,
gana	gana	si
~.	~.	tú
Y	Y	también
morcillas	morcillas	se
y	y	me
todo	todo	te
~,	~,	alarco,
también	también	y
~,	~,	los
se	se	mismos
mete	mete	sacas
al	al	en
arcón	arcón	verano
y	y	que
la	la	contesten
~|	~|	la
lo	lo
mismo	mismo
la	la
sacas	sacas
en	en
verano	verano
que	que
cuando	cuando
te	te
dé	dé
la	la
gana	gana
