estandar	dialectal	whisper
Escobar	Escobar	es
~…	~…	cobar
y	y	y
carrera	carrera	carregado
[RISAS]	[RISAS]	para
[V-Sml]	[V-Sml]	que
[A-PIn:	[A-PIn:	yo
		para			para	me
aquí	aquí	la
~,	~,	carregaba.
carrera	carrera	Y
pa	pa	todo
allá	allá	lo
~.	~.	que
		]			]	podía
Y	Y	enfregar,
~…	~…	fue
~,	~,	a
y	y	la
todo	todo	casa,
lo	lo	a
que	que	ver
podía	podía	camas,
en	en	todos
~…	~…	esas
Y	Y	cosas,
fregar	fregar	mi
~…	~…	madre
~,	~,	y
fregar	fregar	la
la	la	cosa
casa	casa	se
~,	~,	hacía
hacer	hacer	en
camas	camas	las
~,	~,	comidas.
todas	todas	También
esas	esas	la
cosas	cosas	tuvía
~.	~.	a
Mi	Mi	vayos.
madre	madre	¿Cómo?
~…	~…	La
~,	~,	ayudaba
ella	ella	a
pues	pues	mi
hacía	hacía	madre.
las	las	Y
comidas	comidas	ella
~,	~,	ayudaba
también	también	ya
la	la	lo
ayudaba	ayudaba	pisaba
yo	yo	a
~.	~.	la
[HS:E1	[HS:E1	comida.
		¿~			¿~	Canel
Cómo	Cómo	le
~?	~?	Пред
		]			]
La	La
ayudaba	ayudaba
a	a
mi	mi
madre	madre
a	a
~…	~…
~,	~,
yo	yo
era	era
ayudanta	ayudanta
~,	~,
ella	ella
lo	lo
guisaba	guisaba
la	la
comida	comida
~.	~.
[HS:E1	[HS:E1
		Sí			Sí
~.	~.
		]			]
Pero	Pero
le	le
gustaba	gustaba
mucho	mucho
que	que
yo	yo
la	la
~…	~…
