estandar	dialectal	whisper
~¡~	~¡~	¿Y
Sí	Sí	dónde
~…	~…	es
~!	~!	una
~¡~	~¡~	masía
Uy	Uy	que
~!	~!	está
Yo	Yo	tocando
me	me	a
acuerdo	acuerdo	un
de	de	visto
que	que	que
allí	allí	no
en	en	urbanización
la	la	que
Vega	Vega	llamas
~,	~,	por
bajaba	bajaba	la
una	una	nobrega?
señora	señora	No,
~,	~,	pues
bajaba	bajaba	ya
una	una	tengo
señora	señora	grandes
con	con	que
una	una	es.
vaca	vaca	No
y	y	es
~…	~…	que
¿~	¿~	es
Cuánto	Cuánto	por
quie-	quie-	la
~,	~,	masía
de	de	de
leche	leche	bajos.
quieres	quieres	Pero
~?	~?	esta
Y	Y	deshabitada
[OTRAS-EM]	[OTRAS-EM]	allá.
delante	delante	Que
de	de	están
ella	ella	con
la	la	las
ordeñaba	ordeñaba	masías
~,	~,	de
¿~	¿~	tanto
sabes	sabes	la
~?	~?	disampiala.
Sí	Sí	Todas.
~.	~.	Todas.
De	De	Allí
ahí	ahí	dos
~,	~,	o
donde	donde	tres
es	es	que
una	una	están
masía	masía	mirando
que	que	solo.
está	está	Y
tocando	tocando	aquí
a	a	la
~,	~,
habéis	habéis
visto	visto
que	que
hay	hay
una	una
urbanización	urbanización
que	que
llaman	llaman
El_Solano_de_la_Vega	El_Solano_de_la_Vega
~,	~,
[HS:E2	[HS:E2
		Sí			Sí
~,	~,
la	la
hemos	hemos
visto	visto
~.	~.
		]			]
una	una
urbanización	urbanización
grande	grande
que	que
hay	hay
~.	~.
