estandar	dialectal	whisper
El	El	Lo
traje	traje	volviste
de	de	porque
la	la	nos
boda	boda	lo
~.	~.	llevaba
[HS:I2	[HS:I2	con
		Traje			Traje	su
~,	~,	sabor
traje	traje	y
~.	~.	no
		]			]	había
Hombre	Hombre	para
~,	~,	rapididad,
porque	porque	porque
no	no	esto
lo	lo	no
llevaban	llevaban	가.
~.	~.	Recapía
Ahora	Ahora	наш
~…	~…	float,
~,	~,	tendría
se	se	equidad.
visten	visten	Reliadorar.
de	de	¡Sí!
blanco	blanco	Hoy
~,	~,	estamos
bueno	bueno	höchos
~,	~,	a
y	y	todos,
tampoco	tampoco	cuando
se	se	te
lo	lo	hicieres
ponen	ponen	un
~.	~.	crazo
Es	Es	al
de	de	articculo
la	la	que
boda	boda	he
solo	solo	vamos
~.	~.	a
[HS:E1	[HS:E1
		Sí			Sí
~.	~.
		]			]
Pues	Pues
entonces	entonces
también	también
pa	pa
la	la
boda	boda
~.	~.
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Y	Y
lo	lo
guardaban	guardaban
~…	~…
[HS:I2	[HS:I2
		Lo			Lo
guardaban	guardaban
~.	~.
		]			]
de	de
recuerdo	recuerdo
~,	~,
llegó	llegó
la	la
guerra	guerra
y	y
se	se
lo	lo
llevaron	llevaron
~.	~.
Y	Y
se	se
vestirían	vestirían
ellos	ellos
de	de
boda	boda
~,	~,
¿~	¿~
o	o
qué	qué
~…	~…
pasó	pasó
~?	~?
[Rndo:	[Rndo:
		No			No
lo	lo
sé	sé
lo	lo
que	que
harían	harían
		]			]
~.	~.
[HS:I2	[HS:I2
		No			No
sé	sé
lo	lo
que	que
harían	harían
~.	~.
		]			]
Se	Se
lo	lo
llevarían	llevarían
~.	~.
[HS:I2	[HS:I2
		Se			Se
lo	lo
llevaron	llevaron
~…	~…
~,	~,
		]			]
