estandar	dialectal	whisper
Ni	Ni	No
la	la	es
mujer	mujer	que
~.	~.	yo
Y	Y	seguía
~,	~,	mi
y	y	hotel.
~…	~…	Pero
~¡~	~¡~	es
Eh	Eh	que
~!	~!	lo
Que	Que	que
yo	yo	yo
seguía	seguía	les
amigo	amigo	pregunté,
de	de	lo
él	él	que
~.	~.	yo
Pero	Pero	le
~,	~,	dije,
es	es	pues
que	que	yo
~,	~,	que
lo	lo	es
que	que	como
yo	yo	cada
le	le	vez
pregunté	pregunté	trae
~,	~,	una,
lo	lo	como
que	que	iba
yo	yo	a
le	le	pensar
dije	dije	yo
~,	~,	que
pues	pues	si
~,	~,	yo
~¡~	~¡~	sé
yo	yo	qué
qué	qué	es
sé	sé	la
~!	~!	mujer,
Como	Como	no
cada	cada	me
vez	vez
traía	traía
una	una
~,	~,
cómo	cómo
iba	iba
a	a
pensar	pensar
yo	yo
que	que
~…	~…
Si	Si
yo	yo
sé	sé
que	que
es	es
la	la
mujer	mujer
~,	~,
no	no
~,	~,
no	no
se	se
lo	lo
digo	digo
~.	~.
