estandar	dialectal	whisper
Pues	Pues	Pues
~…	~…	si
se	se	está
traía	traía	ahí
en	en	no,
unos	unos	no,
~…	~…	en
en	en	una
unas	unas	vez
redes	redes	que
que	que	hacía
hacían	hacían	en
de	de	desparto
esparto	esparto	con
[HS:E1	[HS:E1	las
		[Asent]			[Asent]	caballillitas,
~.	~.	¿no
		]			]	sea?
y	y	Era
con	con	las
las	las	caballillitas,
caballerías	caballerías	pero
también	también	le
~.	~.	ando
[HS:E1	[HS:E1	seno,
		[Asent]			[Asent]	lo
~.	~.	pago
		]			]	de
O	O	grubo,
sea	sea	y
en	en	ya
~…	~…	no
en	en	lo
las	las	veis
caballerías	caballerías	eso
[R-Vnt]	[R-Vnt]	porque
[A-Nul]	[A-Nul]	está
[HS:E1	[HS:E1	guardado
		[Asent]			[Asent]	por
~.	~.	ahí,
		]			]	no
que	que	podré
ya	ya	haberla
no	no	esto
lo	lo	todavía.
veis	veis	Y
eso	eso	en
~,	~,	los
porque	porque	carros
está	está	últimamente
guardado	guardao	sí,
por	por	pero
áhi	áhi	no
~,	~,	creo
en	en	que
las	las	los
cuadras	cuadras	carros
hay	hay	no
todavía	todavía	han
algo	algo	resistido
de	de	de
eso	eso	60
~,	~,	años,
pero	pero	a
~…	~…	partir
Y	Y	de
en	en	60
los	los	años
carros	carros	ya
luego	luego	había
últimamente	últimamente	algún
sí	sí	carro,
~,	~,	pero
pero	pero	a
no	no	partir
creáis	creáis	de
que	que	80
los	los	no
carros	carros	había
han	han	ningún.
resistido	resistido	Aquí
de	de	en
~,	~,	este
de	de	pueblo,
hace	hace	yo
sesenta	sesenta	me
años	años	recordé
~.	~.	de
[HS:E1	[HS:E1	listo
		[Asent]			[Asent]	de
~.	~.	tres
		]			]	carros,
A	A	la
partir	partir	gente.
de	de	Pues
~,	~,	casi
de	de	la
hace	hace	mitad
sesenta	sesenta	del
años	años	oro
ya	ya	tenía
había	había	que
algún	algún	también
carro	carro	en
~.	~.	una
Pero	Pero	garantía,
a	a	se
partir	partir	ha
de	de	aguantado
cuaren-	cuaren-	mucho
~…	~…	con
~,	~,	él,
digo	digo	pero
de	de	que
~,	~,
de	de
ochenta	ochenta
no	no
había	había
ninguno	ninguno
~.	~.
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Aquí	Aquí
en	en
este	este
pueblo	pueblo
yo	yo
me	me
recuerdo	recuerdo
de	de
haber	haber
visto	visto
tres	tres
carros	carros
solamente	solamente
~.	~.
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Y	Y
después	después
casi	casi
la	la
mitad	mitad
de	de
ellos	ellos
les	les
tenían	tenían
~,	~,
que	que
también	también
era	era
una	una
garantía	garantía
~,	~,
se	se
aguantaba	aguantaba
mucho	mucho
con	con
ellos	ellos
~,	~,
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
pero	pero
que	que
no	no
~…	~…
