estandar	dialectal	whisper
Porque	Porque	Jure
~,	~,	bandera
juré	juré	y
bandera	bandera	una
~,	~,	vez
y	y	que
una	una	a
vez	vez	Jure
que	que	bandera
juré	juré	uno
bandera	bandera	cabía
~.	~.	allí
Uno	Uno	que
que	que	se
había	había	jugaba,
ahí	ahí	que
que	que	se
se	se	jugaba,
jubila-	jubila-	dijo
~,	~,	yo,
que	que	que
se	se	era
jubilaba	jubilaba	un
digo	digo	gran
yo	yo	ose
~,	~,	juguera,
claro	claro	se
~,	~,	iba,
se	se	se
jubilaba	jubilaba	iba,
~,	~,	ya
se	se	resenciado,
~,	~,	me
se	se	dijo
iba	iba	si
de	de	me
~,	~,	quería
ya	ya	meter
~,	~,	la
licenciao	licenciao	granja
~.	~.	cabía,
Me	Me	y
dijo	dijo	entonces
que	que	estaba
si	si	un
me	me	mes
quería	quería	aquí,
meter	meter	un
en	en	mes
la	la	aquí,
granja	granja	yo
que	que	tuve
había	había	que
~,	~,	meter
y	y	a
le	le	otro,
dije	dije	uno
que	que	de
sí	sí	él
~.	~.	da,
Y	Y	un
entonces	entonces	un
estaba	estaba	sesu
un	un	de
mes	mes	él
allí	allí	da,
~,	~,	que
un	un	era
mes	mes	la
aquí	aquí	quinta
~,	~,	mía
un	un	y
mes	mes	se
allí	allí	ovejé
~,	~,	después
un	un	si,
mes	mes	no
aquí	aquí	a
~.	~.	ver
Y	Y	si
yo	yo	lo
tuve	tuve	entendemos,
que	que	y
meter	meter	en
a	a	tu
otro	otro	cuando
~,	~,	yo
uno	uno	estaba
de	de	aquí,
Elda	Elda	él
~,	~,	estaba
un	un	allí,
muchacho	muchacho	él
de	de	estaba
Elda	Elda	en
~,	~,	tu
que	que	casa,
era	era	y
de	de	era
la	la	para
quinta	quinta	eso,
mía	mía	ya
~,	~,	sí
y	y	me
se	se	tiré
lo	lo	la
dije	dije	mía,
~.	~.
Dice	Dice
~:	~:
«~	«~
Pos	Pos
sí	sí
~,	~,
vamos	vamos
a	a
ver	ver
si	si
nos	nos
entendemos	entendemos
~»	~»
~,	~,
y	y
sí	sí
~…	~…
Cuando	Cuando
yo	yo
estaba	estaba
aquí	aquí
~,	~,
él	él
estaba	estaba
allí	allí
~,	~,
y	y
cuando	cuando
yo	yo
estaba	estaba
allí	allí
~,	~,
él	él
estaba	estaba
en	en
su	su
casa	casa
~.	~.
Y	Y
era	era
para	para
eso	eso
~,	~,
y	y
así	así
me	me
tiré	tiré
la	la
mili	mili
ya	ya
~.	~.
