estandar	dialectal	whisper
Si	Si	si
le	le	le
dan	dan	dán
disgusto	disgusto	de
~,	~,	justo
tú	tú	tú
te	te	te
l'has	l'has	las
buscao	buscao	buscamos,
~,	~,	sino
si	si	que
no	no	tenía
~…	~…	la
~,	~,	culpa
[RISAS]	[RISAS]	y
era	era	pa'
yo	yo	que
la	la	más.
que	que	No,
tenía	tenía	no.
la	la	Yo,�éne
culpa	culpa	otro
y	y	giran
pa	pa	y
qué	qué	estoy
más	más	muy
~.	~.	contenta
No	No	con
~,	~,	los
no	no	tres
~.	~.	gyarnos
Yo	Yo	que
he	he
tenío	tenío
tres	tres
hijas	hijas
y	y
estoy	estoy
muy	muy
contenta	contenta
con	con
los	los
tres	tres
yernos	yernos
que	que
tengo	tengo
~.	~.
