estandar	dialectal	whisper
Y	Y	y
luego	luego	luego
ya	ya	ya
se	se	se
pone	pone	ponen
en	en	un
una	una	escalero,
escalera	escalera	se
~,	~,	ponen
se	se	un
pone	pone	escalero,
en	en	se
una	una	le
escalera	escalera	abre
~,	~,	por
[HS:I1	[HS:I1	medio,
		Se			Se	luego
abre	abre	las
~.	~.	escaleras
		]			]	se
y	y	ponen
se	se	así
le	le	y
abre	abre	es
por	por	otra
medio	medio	cosa
~.	~.	aquí
Luego	Luego	en
~,	~,	esta
la	la	casa,
escalera	escalera	por
se	se	lo
pone	pone	tanto,
así	así	como
~,	~,	se
tiesa	tiesa	le
~,	~,	ponen
[A-Nul]	[A-Nul]
[HS:I1	[HS:I1
		Pa			Pa
que	que
se	se
escurra	escurra
bien	bien
~.	~.
		]			]
la	la
~…	~…
Con	Con
la	la
~,	~,
¿~	¿~
cómo	cómo
se	se
llama	llama
~?	~?
El	El
hígado	hígado
ese	ese
~,	~,
el	el
vientre	vientre
~…	~…
[HS:I1	[HS:I1
		El			El
hígado	hígado
~.	~.
El	El
vientre	vientre
~…	~…
el	el
vientre	vientre
y	y
todo	todo
~.	~.
		]			]
