estandar	dialectal	whisper
Pues	Pues	Pues
mira	mira	mira,
~,	~,	a
a	a	la
la	la	mujer
mujer	mujer	de
de	de	un
un	un	médico,
médico	médico	que
~,	~,	era
fíjate	fíjate	tecón,
tú	tú	entre
~,	~,	un
entre	entre	médico
el	el	y
médico	médico	yo
y	y	se
yo	yo	lo
~,	~,	recogíamos.
pues	pues	Y
lo	lo	yo
recogíamos	recogíamos	la
y	y	agada,
yo	yo	es
los	los	decir,
lavaba	lavaba	me
y	y	estía,
yo	yo	sí.
todo	todo	A
~.	~.	dos
Los	Los	de
vestía	vestía	tu
y	y	ha
todo	todo	sido
~,	~,	recogido.
pues	pues	Pues
a	a	lo
~…	~…	he
~,	~,	atendido
a	a	es
~,	~,	un
a	a	marido
dos	dos	claro
que	que	que
tuvo	tuvo	la
aquí	aquí	médico.
los	los	Pero
recogí	recogí	yo
yo	yo	ya
~.	~.	me
		he
Coño	Coño	rodado
~,	~,	a
		]			]	mí,
los	los	tan
atendió	atendió	agarro,
su	su	y
marido	marido	exclusively
~,	~,	yo
claro	claro	era
~,	~,	fuzzy
que	que	al
era	era	mensen
médico	médico	que
~,	~,	lasấy
pero	pero	miles
luego	luego	deSpace
ya	ya	y
me	me	varias
los	los	veces.
daba	daba	Yo
a	a	lo
mí	mí	volví
pa	pa	de
lavarlos	lavarlos	este
~,	~,	momento.
para	para	Pues
vestirlos	vestirlos	tio
~,	~,	satisfying.
para	para	Lo
~…	~…	me
todo	todo	conronco
~,	~,
pa	pa
asearlos	asearlos
~,	~,
pa	pa
todo	todo
~.	~.
