estandar	dialectal	whisper
con	con	con
catorce	catorce	tu
y	y	gatorce
con	con	y
doce	doce	con
~,	~,	tu
muchas	muchas	gatorce,
~,	~,	en
~¡~	~¡~	muchas,
anda	anda	esto
~!	~!	era
ah	ah	bien,
~,	~,	mucho
eso	eso	que
era	era	era
~…	~…	muy
~|	~|	ligera.
había	había	Pero
muchas	muchas	no
~,	~,	te
que	que	crees
eran	eran	que
mu	mu	porque
~…	~…	se
~,	~,	llitaron,
mu	mu	no
ligeras	ligeras	había,
~.	~.	no,
Pero	Pero	andaban
no	no	a
te	te	los
creas	creas	contítulos,
que	que	no
porque	porque	era,
se	se	se
hicieran	hicieran	venían
novias	novias	por
~,	~,	la
[EXCL]	[EXCL]	noche
[OTRAS-EM]	[OTRAS-EM]	una
andaban	andaban	mía,
al	al	si
~…	~…	salían
~,	~,	algún
al	al	recado,
escondite	escondite	así
como	como	como
no	no	de
era	era	Ugandilia,
~…	~…	pero
Se	Se	así
veían	veían	ya
por	por	formaron
la	la	para
noche	noche	entrar
una	una	en
miaja	miaja	casa,
si	si	no,
salían	salían	ya
a	a	era
algún	algún	más
recao	recao	sobre
que	que	la
era	era	gente,
~…	~…	¿se?
~,	~,	Tenía,
era	era	ya
así	así	lo
como	como	digo
de	de	mala,
jugandilla	jugandilla	¿se
~,	~,	me
pero	pero	venían?
así	así	Un
ya	ya	día
formal	formal	la
pa	pa	gente
entrar	entrar	más
en	en	liberal
casa	casa	y
no	no	ya
~,	~,	está,
ya	ya	a
era	era	lo
mayores	mayores	mejor
la	la	de
gente	gente	tener,
~,	~,	no,
sí	sí	no
~.	~.	chuto
Tenían	Tenían	el
ya	ya	tema
la	la	de
digo	digo	la
más	más
~…	~…
y	y
tenía	tenía
la	la
gente	gente
vergüenza	vergüenza
y	y
~…	~…
no	no
te	te
creas	creas
~,	~,
no	no
~,	~,
yo	yo
no	no
sé	sé
por	por
lo	lo
que	que
era	era
aquello	aquello
~,	~,
tenía	tenía
ese	ese
temor	temor
la	la
gente	gente
de	de
que	que
~,	~,
si	si
me	me
ven	ven
~,	~,
si	si
me	me
~|	~|
hoy	hoy
ya	ya
la	la
gente	gente
es	es
más	más
liberal	liberal
y	y
ya	ya
está	está
~.	~.
A	A
lo	lo
mejor	mejor
~,	~,
es	es
mejó	mejó
~,	~,
¿~	¿~
no	no
~?	~?
Nosotros	Nosotros
estamos	estamos
en	en
aquello	aquello
~…	~…
[RISA]	[RISA]
