estandar	dialectal	whisper
|T14|	|T14|	como
¿~	¿~	era
Cómo	Cómo	el
~,	~,	cortejo,
cómo	cómo	como
era	era	era
el	el	entonces,
cortejo	cortejo	por
~?	~?	hacerse
¿~	¿~	novio
Cómo	Cómo	como
era	era	eso,
entonces	entonces	como
~…	~…	era,
~?	~?	se
[HS:I1	[HS:I1	lludo
		Bueno			Bueno	muy
~…	~…	bonito,
		]			]	ahora
Para	Para	yo
hacerse	hacerse	voy
novio	novio	a
~,	~,	ver
¿~	¿~	cómo
cómo	cómo	se
~,	~,	puedenную,
cómo	cómo	cómo
~…	~…	reelamosожд
~?	~?	Dale
[HS:I1	[HS:I1
		Na			Na
~,	~,
eso	eso
había	había
que	que
~…	~…
		]			]
¿~	¿~
Cómo	Cómo
era	era
~?	~?
¿~	¿~
Se	Se
iban	iban
ahí	ahí
a	a
~,	~,
a	a
verlas	verlas
lavar	lavar
~,	~,
o	o
cómo	cómo
~?	~?
[HS:I1	[HS:I1
		Sí			Sí
~,	~,
bueno	bueno
~,	~,
		]			]
