estandar	dialectal	whisper
¿~	¿~	el
El	El	queso
queso	queso	cuando
~?	~?	tenían
Cuando	Cuando	que
tenían	tenían	solo
queso	queso	bajaban
lo	lo	al
bajaban	bajaban	pueblo
al	al	y
pueblo	pueblo	ya
y	y	tenían
ya	ya	casas
tenían	tenían	que
casas	casas	se
que	que	lo
se	se	quedaban,
lo	lo	pero
quedaban	quedaban	no
~,	~,	bajaban
pero	pero	todos
no	no	los
bajaban	bajaban	días,
tos	tos	de
los	los	algún
días	días	modo
~,	~,	bajaban
a	a	la
lo	lo	que
mejor	mejor	tenía
bajaba	bajaba	que
~…	~…	eso,
la	la	pues
que	que	la
tenía	tenía	mujer
queso	queso	va
~,	~,	cada
pos	pos	15
a	a	días,
lo	lo	luego
mejor	mejor	lo
baj-	baj-	ponían
cada	cada	con
quince	quince	agua
días	días	y
o	o	sal.
eso	eso	Y
~.	~.	luego
Luego	Luego	cuando
lo	lo	ya
ponían	ponían	estaba
con	con	los
agua	agua	acaban
y	y	y
sal	sal	se
~.	~.	quedaba
[HS:E1	[HS:E1	al
		[Asent]			[Asent]	aire
~.	~.	y
		]			]	lo
y	y	ponían
eluego	eluego	al
cuando	cuando	aire.
ya	ya	Eso
estaba	estaba	es
lo	lo	la
sacaban	sacaban	vida
y	y	de
se	se	antes,
quedaba	quedaba	sí
al	al
aire	aire
~,	~,
lo	lo
ponían	ponían
al	al
aire	aire
~.	~.
[R-Mcr]	[R-Mcr]
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
Eso	Eso
es	es
la	la
vida	vida
de	de
antes	antes
hija	hija
mía	mía
~.	~.
