estandar	dialectal	whisper
Cuando	Cuando	Cuando
teníamos	teníamos	teníamos
los	los	los
niños	niños	niños
~,	~,	pasíamos
pues	pues	todos
íbamos	íbamos	los
todos	to	días
los	los	a
días	días	la
a	a	barclad,
lavar	lavar	los
~,	~,	niños
claro	claro	pequeños.
~.	~.	Sin
[HS:E	[HS:E	queג
		[Asent]			[Asent]	imposaste
~.	~.	al
		]			]	8-dgments,
Con	Con	en
los	los	milligrams,
niños	niños
pequeños	pequeños
~.	~.
[HS:E	[HS:E
		[Asent]			[Asent]
~.	~.
		]			]
Si	Si
no	no
pues	pues
cada	cada
ocho	ocho
días	días
~,	~,
según	según
[HS:E	[HS:E
		Es			Es
que	que
~,	~,
		]			]
la	la
que	que
quisiera	quisiera
~.	~.
