estandar	dialectal	whisper
Pues	Pues	Pues
también	también	también
con	con	con
horcas	horcas	los
~,	~,	cas,
que	que	que
es	es	es
lo	lo	lo
que	que	que
te	te	te
he	he	he
dicho	dicho	dicho
yo	yo	yo
que	que	que
teníamos	teníamos	yo
ahí	ahí	le
en	en	uso
la	la	la
plaza	plaza	plaza
~,	~,	pero
[HS:E2	[HS:E2
		Sí			Sí
~,	~,
sí	sí
~,	~,
sí	sí
~.	~.
		]			]
entraban	entraban
los	los
chavales	chavales
y	y
[A-Inn]	[A-Inn]
~.	~.
	
~¡~	~¡~
Hala	Hala
~,	~,
con	con
las	las
horcas	horcas
~!	~!
		]			]
[RISA]	[RISA]
