estandar	dialectal	whisper
el	el	estudiamos
turismo	turismo	lo
lo	lo	que
que	que	pasa
pasa	pasa	que
es	es	no
que	que	a
a	a	los
los	los	de
~,	~,	aquí
a	a	y
los	los	a
de	de	nosotros
aquí	aquí	lo
~,	~,	que
a	a	da,
nosotros	nosotros	que
~,	~,	todo
los	los	no
que	que	lo
tal	tal	andarece
~,	~,	y
es	es	todo
que	que	muy
todo	todo	chuma
nos	nos	caro
lo	lo	por
encarecen	encarecen	el
[HS:E1	[HS:E1	turismo
		[Asent]			[Asent]	si
~.	~.	no
		]			]	estaría
porque	porque	todo
está	está	viendo
todo	todo	pero
mucho	mucho	claro,
más	más	todo
caro	caro	caro,
por	por	todo
el	el	caro,
turismo	turismo	todo
~;	~;
si	si
no	no
~,	~,
estaría	estaría
todo	todo
bien	bien
~.	~.
Pero	Pero
~,	~,
claro	claro
~,	~,
todo	todo
más	más
caro	caro
~,	~,
más	más
caro	caro
y	y
más	más
caro	caro
~,	~,
pues	pues
~…	~…
