estandar	dialectal	whisper
Bueno	Bueno	Bueno,
~,	~,	a
a	a	ver,
ver	ver	vamos
~,	~,	por
vamos	vamos	la
por	por	primera,
orden	orden	se
~,	~,	conocemos,
primero	primero	muros
se	se	y
conocían	conocían	los
más	más	bailes,
o	o	luego
menos	menos	los
en	en	viazos
los	los	de
bailes	bailes	la
~,	~,	Largo,
luego	luego	no
~…	~…	había
o	o	podido
sea	sea	a
~,	~,	la
¿~	¿~	casa,
los	los
noviazgos	noviazgos
eran	eran
largos	largos
~,	~,
el	el
novio	novio
podía	podía
ir	ir
a	a
la	la
casa	casa
~,	~,
tenía	tenía
que	que
ir	ir
a	a
ver	ver
a	a
los	los
[HS:I1	[HS:I1
		Mucho			Mucho
~,	~,
		]			]
padres	padres
~…	~…
~?	~?
